condition,checkpoint,policy,world,family,context,wiring,action,truth,probability,internal_reward,task_reward,restored,off_target,proposed,executed,accuracy,raw_unauthorized,mediated_unauthorized
s1101-b12-w1-visible_task,initial,visible_task,74,66,1,1,0,0,2.2834710722813896e-05,0.12302034792959904,0.999999999478576,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,initial,visible_task,78,66,1,1,0,0,0.0033295665101669026,0.4556670186962889,0.9999889139868544,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,80,80,1,1,0,0,1.1209022596299996e-05,0.3778595109345547,0.9999999998743578,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,84,80,1,1,0,0,0.9230334536734951,0.1835940471976475,0.14800924339957977,0,0,1,0,0,1,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,88,80,1,1,0,1,8.855679839781396e-07,0.3176061083938687,1.771135183625816e-06,0,0,0,0,0,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,92,80,1,1,0,1,6.493223861880825e-06,0.5412055562011848,1.2986405561909997e-05,0,0,0,0,0,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,211,211,1,1,0,0,3.2525091097251916e-06,0.6682703835128291,0.9999999999894212,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,215,211,1,1,0,0,1.670369502818684e-05,0.22690497423656197,0.9999999997209865,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,219,211,1,1,0,1,1.312666508542426e-06,0.40831083474572394,2.6253312939150675e-06,0,0,0,0,0,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,223,211,1,1,0,1,1.7762794689018374e-06,0.5873196507986789,3.5525557827709164e-06,0,0,0,0,0,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,2,2,0,1,2,0,1.2088084700513088e-05,0.9971283768593616,0.9999999998538782,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,6,2,0,1,2,1,0.9986790120424925,0.9423725560975346,0.9999982549908161,1,0,1,1,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,10,2,0,1,2,0,1.532235103593341e-05,0.9980476916289117,0.9999999997652256,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,14,2,0,1,2,1,0.9970498114709724,0.927990966259042,0.9999912963876432,1,0,1,1,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,0,0,0,1,2,0,0.00013541587728539033,0.9998928177800761,0.9999999816625402,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,4,0,0,1,2,1,0.9999653532623862,0.816976519663043,0.9999999987996036,1,0,1,1,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,8,0,0,1,2,0,0.8945930080710148,0.9963839918424171,0.19970334991045324,1,0,1,0,0,1,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,12,0,0,1,2,1,0.9999953165207085,0.784579353021422,0.999999999978065,1,0,1,1,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,130,130,0,1,2,0,5.5081791379758915e-05,0.975210455392949,0.9999999969659963,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,134,130,0,1,2,0,0.003045011370389695,0.8064497240719062,0.9999907279057542,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,138,130,0,1,2,0,0.03774769717319581,0.940976617227789,0.9985751113581207,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,142,130,0,1,2,0,0.9648629750017074,0.9793144571166214,0.06903943947085467,1,0,1,0,0,1,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,241,241,1,1,0,0,1.101479451895318e-06,0.8273683117766382,0.9999999999987867,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,245,241,1,1,0,0,1.9421743508935153e-06,0.6053655659705819,0.9999999999962279,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,249,241,1,1,0,0,1.0787169519344786e-06,0.2040535559689456,0.9999999999988364,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,253,241,1,1,0,0,1.6941831150915891e-06,0.7857180254403033,0.9999999999971297,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,162,162,0,1,2,0,2.512379848727454e-06,0.7926075673040721,0.9999999999936879,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,166,162,0,1,2,0,7.454628010628631e-06,0.9659443487084557,0.9999999999444286,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,170,162,0,1,2,0,5.301029894292103e-06,0.5960537161540965,0.999999999971899,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,174,162,0,1,2,0,1.8587970143679634e-05,0.9989736878839348,0.9999999996544874,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,225,225,1,1,0,0,9.225073859625177e-06,0.9448184760056282,0.999999999914898,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,229,225,1,1,0,0,1.7444663364901622e-05,0.5108038057164362,0.9999999996956838,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,233,225,1,1,0,0,4.1242452231101385e-05,0.1606303906627743,0.9999999982990602,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,237,225,1,1,0,0,0.0012120838967177282,0.9121376914295936,0.9999985308526274,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,48,48,0,1,2,0,1.9426220094251575e-06,0.9909226126890802,0.9999999999962262,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,52,48,0,1,2,0,5.109209939932977e-05,0.968550886752824,0.9999999973895973,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,56,48,0,1,2,0,1.2937614351750641e-06,0.9530743167435869,0.9999999999983262,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,60,48,0,1,2,0,1.4111899684050378e-05,0.9614550063983157,0.9999999998008543,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,114,114,1,1,0,0,7.83522673560861e-07,0.7066377653719194,0.999999999999386,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,118,114,1,1,0,0,2.22704343976662e-06,0.21831408275070008,0.9999999999950403,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,122,114,1,1,0,0,7.537234531753852e-07,0.5776232448555916,0.9999999999994319,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,126,114,1,1,0,0,1.0176422239026895e-06,0.8261232416871588,0.9999999999989644,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,160,160,0,1,2,0,0.00011013886793212441,0.8734945794814024,0.9999999878694298,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,164,160,0,1,2,0,0.3564723892383736,0.982376282046953,0.8729274357106854,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,168,160,0,1,2,0,0.00038071183534885996,0.46442628068376723,0.9999998550584984,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,172,160,0,1,2,0,0.869878455286423,0.9995641160972523,0.24331147302850653,1,0,1,0,0,1,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,176,176,0,1,2,0,9.257328540596797e-07,0.9496291373240099,0.999999999999143,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,180,176,0,1,2,0,1.1298159523512661e-05,0.9490659730922866,0.9999999998723516,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,184,176,0,1,2,0,1.146396635878178e-06,0.6611075823969881,0.9999999999986858,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,188,176,0,1,2,0,1.2022081347492933e-05,0.9950017786209745,0.9999999998554696,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,19,19,0,1,2,0,2.0143415703977596e-06,0.9520649095917498,0.9999999999959425,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,23,19,0,1,2,0,1.0173210130589333e-05,0.911378042062562,0.9999999998965058,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,27,19,0,1,2,0,1.4759148210609283e-05,0.81848860026321,0.9999999997821676,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,31,19,0,1,2,0,0.00014093159332209256,0.7125814466361581,0.999999980138286,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,17,17,0,1,2,0,1.078125146217402e-06,0.9541357688153271,0.9999999999988376,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,21,17,0,1,2,0,1.558583293429768e-06,0.6391049964626143,0.9999999999975708,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,25,17,0,1,2,0,0.0008069241118039674,0.6285027252375425,0.9999993488734777,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,29,17,0,1,2,0,0.0021473680079054994,0.531684758052867,0.9999953888106387,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,178,178,0,1,2,0,9.245086376344864e-07,0.9624217689075775,0.9999999999991452,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,182,178,0,1,2,0,4.5453425168192714e-06,0.8787222836620874,0.9999999999793399,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,186,178,0,1,2,0,1.1025938478277937e-06,0.8531900843751946,0.9999999999987843,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,190,178,0,1,2,0,5.3747999016115656e-06,0.9879729699848242,0.9999999999711116,1,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,66,66,1,1,0,0,0.10973877753319508,0.7130146921847338,0.98795740070552,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,70,66,1,1,0,0,0.9954905645292839,0.33190871202699546,0.008998535933167684,0,0,1,0,0,1,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,74,66,1,1,0,0,2.2834710722813896e-05,0.12302034792959904,0.999999999478576,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_1,visible_task,78,66,1,1,0,0,0.0033295665101669026,0.4556670186962889,0.9999889139868544,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,80,80,1,0,0,0,1.1209022596299996e-05,0.3778595109345547,0.9999999998743578,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,84,80,1,0,0,0,0.9230334536734951,0.1835940471976475,0.14800924339957977,0,0,1,0,0,1,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,88,80,1,0,0,1,8.855679839781396e-07,0.3176061083938687,1.771135183625816e-06,0,0,0,0,0,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,92,80,1,0,0,1,6.493223861880825e-06,0.5412055562011848,1.2986405561909997e-05,0,0,0,0,0,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,211,211,1,0,0,0,3.2525091097251916e-06,0.6682703835128291,0.9999999999894212,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,215,211,1,0,0,0,1.670369502818684e-05,0.22690497423656197,0.9999999997209865,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,219,211,1,0,0,1,1.312666508542426e-06,0.40831083474572394,2.6253312939150675e-06,0,0,0,0,0,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,223,211,1,0,0,1,1.7762794689018374e-06,0.5873196507986789,3.5525557827709164e-06,0,0,0,0,0,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,2,2,0,0,2,0,0.9970498114709724,0.4646809465678159,0.005891673445698409,0,1,1,0,0,1,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,6,2,0,0,2,1,1.532235103593341e-05,0.08641755914240956,3.064446729750259e-05,0,1,0,0,0,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,10,2,0,0,2,0,0.9986790120424925,0.42248689207372847,0.002640230905830987,0,1,1,0,0,1,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,14,2,0,0,2,1,1.2088084700513088e-05,0.10430343255122232,2.417602327930979e-05,0,1,0,0,0,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,0,0,0,0,2,0,0.9999953165207085,0.7128479498802796,9.366936647992041e-06,0,1,1,0,0,1,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,4,0,0,0,2,1,0.8945930080710148,0.11665049852790887,0.9888893660524829,0,1,1,1,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,8,0,0,0,2,0,0.9999653532623862,0.6726013915244378,6.92922748311009e-05,0,1,1,0,0,1,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,12,0,0,0,2,1,0.00013541587728539033,0.02059858701706352,0.00027081341711099327,0,1,0,0,0,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,130,130,0,0,2,0,0.9648629750017074,0.2669638470577692,0.06903943947085467,0,1,1,0,0,1,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,134,130,0,0,2,0,0.03774769717319581,0.42687118510115385,0.9985751113581207,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,138,130,0,0,2,0,0.003045011370389695,0.68633670756034,0.9999907279057542,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,142,130,0,0,2,0,5.5081791379758915e-05,0.2901043715428231,0.9999999969659963,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,241,241,1,0,0,0,1.101479451895318e-06,0.8273683117766382,0.9999999999987867,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,245,241,1,0,0,0,1.9421743508935153e-06,0.6053655659705819,0.9999999999962279,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,249,241,1,0,0,0,1.0787169519344786e-06,0.2040535559689456,0.9999999999988364,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,253,241,1,0,0,0,1.6941831150915891e-06,0.7857180254403033,0.9999999999971297,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,162,162,0,0,2,0,1.8587970143679634e-05,0.06304590077112016,0.9999999996544874,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,166,162,0,0,2,0,5.301029894292103e-06,0.8671890887181732,0.999999999971899,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,170,162,0,0,2,0,7.454628010628631e-06,0.33502781510349366,0.9999999999444286,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,174,162,0,0,2,0,2.512379848727454e-06,0.7034147536962918,0.9999999999936879,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,225,225,1,0,0,0,9.225073859625177e-06,0.9448184760056282,0.999999999914898,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,229,225,1,0,0,0,1.7444663364901622e-05,0.5108038057164362,0.9999999996956838,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,233,225,1,0,0,0,4.1242452231101385e-05,0.1606303906627743,0.9999999982990602,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,237,225,1,0,0,0,0.0012120838967177282,0.9121376914295936,0.9999985308526274,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,48,48,0,0,2,0,1.4111899684050378e-05,0.35411258547547686,0.9999999998008543,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,52,48,0,0,2,0,1.2937614351750641e-06,0.3863210513252251,0.9999999999983262,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,56,48,0,0,2,0,5.109209939932977e-05,0.32322884348076075,0.9999999973895973,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,60,48,0,0,2,0,1.9426220094251575e-06,0.18147326013925014,0.9999999999962262,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,114,114,1,0,0,0,7.83522673560861e-07,0.7066377653719194,0.999999999999386,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,118,114,1,0,0,0,2.22704343976662e-06,0.21831408275070008,0.9999999999950403,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,122,114,1,0,0,0,7.537234531753852e-07,0.5776232448555916,0.9999999999994319,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,126,114,1,0,0,0,1.0176422239026895e-06,0.8261232416871588,0.9999999999989644,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,160,160,0,0,2,0,0.869878455286423,0.04131978171272277,0.24331147302850653,0,1,1,0,0,1,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,164,160,0,0,2,0,0.00038071183534885996,0.928084327245508,0.9999998550584984,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,168,160,0,0,2,0,0.3564723892383736,0.24788498588203944,0.8729274357106854,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,172,160,0,0,2,0,0.00011013886793212441,0.5848465894415842,0.9999999878694298,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,176,176,0,0,2,0,1.2022081347492933e-05,0.1363979791219151,0.9999999998554696,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,180,176,0,0,2,0,1.146396635878178e-06,0.8253969237602283,0.9999999999986858,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,184,176,0,0,2,0,1.1298159523512661e-05,0.4004373364183771,0.9999999998723516,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,188,176,0,0,2,0,9.257328540596797e-07,0.3984982170164749,0.999999999999143,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,19,19,0,0,2,0,0.00014093159332209256,0.7848100665933796,0.999999980138286,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,23,19,0,0,2,0,1.4759148210609283e-05,0.6705716941849003,0.9999999997821676,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,27,19,0,0,2,0,1.0173210130589333e-05,0.5067668492715588,0.9999999998965058,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,31,19,0,0,2,0,2.0143415703977596e-06,0.38994658497107026,0.9999999999959425,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,17,17,0,0,2,0,0.0021473680079054994,0.9003559997279933,0.9999953888106387,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,21,17,0,0,2,0,0.0008069241118039674,0.8475142506341771,0.9999993488734777,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,25,17,0,0,2,0,1.558583293429768e-06,0.8405957430560047,0.9999999999975708,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,29,17,0,0,2,0,1.078125146217402e-06,0.3824544874568214,0.9999999999988376,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,178,178,0,0,2,0,5.3747999016115656e-06,0.2073086033431616,0.9999999999711116,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,182,178,0,0,2,0,1.1025938478277937e-06,0.6195057259350036,0.9999999999987843,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,186,178,0,0,2,0,4.5453425168192714e-06,0.5752212896568198,0.9999999999793399,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,190,178,0,0,2,0,9.245086376344864e-07,0.35012387667807976,0.9999999999991452,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,66,66,1,0,0,0,0.10973877753319508,0.7130146921847338,0.98795740070552,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,70,66,1,0,0,0,0.9954905645292839,0.33190871202699546,0.008998535933167684,0,0,1,0,0,1,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,74,66,1,0,0,0,2.2834710722813896e-05,0.12302034792959904,0.999999999478576,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,immediate_drift,visible_task,78,66,1,0,0,0,0.0033295665101669026,0.4556670186962889,0.9999889139868544,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,80,80,1,0,0,0,1.1209022596299996e-05,0.3778595109345547,0.9999999998743578,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,84,80,1,0,0,0,0.9230334536734951,0.1835940471976475,0.14800924339957977,0,0,1,0,0,1,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,88,80,1,0,0,1,8.855679839781396e-07,0.3176061083938687,1.771135183625816e-06,0,0,0,0,0,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,92,80,1,0,0,1,6.493223861880825e-06,0.5412055562011848,1.2986405561909997e-05,0,0,0,0,0,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,211,211,1,0,0,0,3.2525091097251916e-06,0.6682703835128291,0.9999999999894212,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,215,211,1,0,0,0,1.670369502818684e-05,0.22690497423656197,0.9999999997209865,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,219,211,1,0,0,1,1.312666508542426e-06,0.40831083474572394,2.6253312939150675e-06,0,0,0,0,0,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,223,211,1,0,0,1,1.7762794689018374e-06,0.5873196507986789,3.5525557827709164e-06,0,0,0,0,0,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,2,2,0,0,2,0,0.9970498114709724,0.4646809465678159,0.005891673445698409,0,1,1,0,0,1,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,6,2,0,0,2,1,1.532235103593341e-05,0.08641755914240956,3.064446729750259e-05,0,1,0,0,0,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,10,2,0,0,2,0,0.9986790120424925,0.42248689207372847,0.002640230905830987,0,1,1,0,0,1,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,14,2,0,0,2,1,1.2088084700513088e-05,0.10430343255122232,2.417602327930979e-05,0,1,0,0,0,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,0,0,0,0,2,0,0.9999953165207085,0.7128479498802796,9.366936647992041e-06,0,1,1,0,0,1,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,4,0,0,0,2,1,0.8945930080710148,0.11665049852790887,0.9888893660524829,0,1,1,1,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,8,0,0,0,2,0,0.9999653532623862,0.6726013915244378,6.92922748311009e-05,0,1,1,0,0,1,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,12,0,0,0,2,1,0.00013541587728539033,0.02059858701706352,0.00027081341711099327,0,1,0,0,0,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,130,130,0,0,2,0,0.9648629750017074,0.2669638470577692,0.06903943947085467,0,1,1,0,0,1,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,134,130,0,0,2,0,0.03774769717319581,0.42687118510115385,0.9985751113581207,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,138,130,0,0,2,0,0.003045011370389695,0.68633670756034,0.9999907279057542,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,142,130,0,0,2,0,5.5081791379758915e-05,0.2901043715428231,0.9999999969659963,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,241,241,1,0,0,0,1.101479451895318e-06,0.8273683117766382,0.9999999999987867,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,245,241,1,0,0,0,1.9421743508935153e-06,0.6053655659705819,0.9999999999962279,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,249,241,1,0,0,0,1.0787169519344786e-06,0.2040535559689456,0.9999999999988364,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,253,241,1,0,0,0,1.6941831150915891e-06,0.7857180254403033,0.9999999999971297,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,162,162,0,0,2,0,1.8587970143679634e-05,0.06304590077112016,0.9999999996544874,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,166,162,0,0,2,0,5.301029894292103e-06,0.8671890887181732,0.999999999971899,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,170,162,0,0,2,0,7.454628010628631e-06,0.33502781510349366,0.9999999999444286,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,174,162,0,0,2,0,2.512379848727454e-06,0.7034147536962918,0.9999999999936879,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,225,225,1,0,0,0,9.225073859625177e-06,0.9448184760056282,0.999999999914898,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,229,225,1,0,0,0,1.7444663364901622e-05,0.5108038057164362,0.9999999996956838,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,233,225,1,0,0,0,4.1242452231101385e-05,0.1606303906627743,0.9999999982990602,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,237,225,1,0,0,0,0.0012120838967177282,0.9121376914295936,0.9999985308526274,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,48,48,0,0,2,0,1.4111899684050378e-05,0.35411258547547686,0.9999999998008543,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,52,48,0,0,2,0,1.2937614351750641e-06,0.3863210513252251,0.9999999999983262,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,56,48,0,0,2,0,5.109209939932977e-05,0.32322884348076075,0.9999999973895973,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,60,48,0,0,2,0,1.9426220094251575e-06,0.18147326013925014,0.9999999999962262,0,1,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,114,114,1,0,0,0,7.83522673560861e-07,0.7066377653719194,0.999999999999386,0,0,0,0,1,0,0
s1101-b12-w1-visible_task,learned_phase_2,visible_task,118,114,1,0,0,0,2.22704343976662e-06,0.21831408275070008,0.9999999999950403,0,0,0,0,1,0,0
