policy,step,case,donor_step,message,accepted,before,after
constant,27,F02_Mary,-1,"{""coordinate"": 7, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""7f00434c966f84a257cd8d2e4fbb276634632c05eb1d88a4f3a56468c6a84718"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 27}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,28,F01_Tom,-1,"{""coordinate"": 8, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""6e2a1d681b85701e3d77733b2055d038e9312130322a03495cf2a0340757b50b"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 28}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,29,F02_John,-1,"{""coordinate"": 9, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""d766774503f40a1d8e980d85e4ae0ee229d8520b12bc29d79dd0ee8428766e57"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 29}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,30,F03_Tom,-1,"{""coordinate"": 10, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""e129b4ada1714ce3312bb91774d4d2aef09b84dcbe6a769be27263dc8adb2772"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 30}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,31,F01_Sarah,-1,"{""coordinate"": 11, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""f0aed19d082cbe366064f8c9965c4b2a08a305642fdfb0446ed707a7db664974"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 31}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,32,F02_John,-1,"{""coordinate"": 12, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""4663d652b2c70de65988150aac8d506cc67910024717da1581d3fba1a3a91c8c"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 32}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,33,F02_Mary,-1,"{""coordinate"": 13, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""9208b7137f5efe931bd0788b561cae8f19c875311981648bad89a66eb6341fc2"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 33}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,34,F03_Sarah,-1,"{""coordinate"": 14, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""91627d1f38aceccf14c23885d027c59984b423a96260f594de1a00b75f2defb3"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 34}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,35,F03_Tom,-1,"{""coordinate"": 15, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""c850e16857785ef2d8261d6ef0c7d6d26dd007124c037753d2dc37eb1a78b8fc"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 35}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,36,F00_John,-1,"{""coordinate"": 16, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""0226c8b050128da0c9a220d95f3750f66719aa66c80f287685abdc66f4e0aa55"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 36}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,37,F00_Mary,-1,"{""coordinate"": 17, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""26feaf2f5511cbcf6198ecbcd0fc7d3fb4b16c57fd920ba6bac107a43da9889a"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 37}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,38,F01_Tom,-1,"{""coordinate"": 18, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""62088f1b41d94a5eb78ae36e9f1ab9cc6d5e8b73758b396d78d81331963b78e7"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 38}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,39,F01_Sarah,-1,"{""coordinate"": 19, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""e13292f35da21c6fbf11c4ccbcc926c03b04d06fe90e4a2414fdd4dfda8761a8"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 39}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,40,F01_Sarah,-1,"{""coordinate"": 0, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""927d04510286eee7c6dbdfd0829c4aab89567d4c56dbeaea4144c2cc2ab438b7"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 40}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,41,F03_Sarah,-1,"{""coordinate"": 1, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""9dc8b09ecc883926cdfca4be6e9392cf61ead411277c02a4031de272c6cf4090"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 41}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,42,F02_Mary,-1,"{""coordinate"": 2, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""d57c9d998533add910dbc27ee85a7945d6a1987b48edbadb9a20f875bd5608d9"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 42}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,43,F02_John,-1,"{""coordinate"": 3, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""a4a0a2cc94a42e9fdaa4c0339759e3d3cea2a7eb4d9bd8ab24334d451f9a8249"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 43}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,44,F03_Tom,-1,"{""coordinate"": 4, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""98e21aa6a643291226615a4ac7547c2eca03e99fd15cd93a037dce406c95f7b4"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 44}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,45,F00_Mary,-1,"{""coordinate"": 5, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""e4b7083bddebc420abb0bd73a0577305d6e73897853c16f9960f1cd2ba6f4480"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 45}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,46,F00_John,-1,"{""coordinate"": 6, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""9619cb7172c58c7205676e53683c41838fcfc83989d99daa62e9859492b24d31"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 46}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,47,F01_Tom,-1,"{""coordinate"": 7, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""deed798052c9e0527a28e72ba8313cfdfc427cd6b243b14625a2e49dbe608deb"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 47}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,48,F03_Sarah,-1,"{""coordinate"": 8, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""5dc5cb7cd57096c0cf175a9e6e87968bb9cc3146cf612a90fcf83b53ab45ac53"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 48}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,49,F03_Tom,-1,"{""coordinate"": 9, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""71fe5a4a938ebafb64781f1f146cbfce7f3d38a19d7139287901ce3f72ec0dd2"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 49}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,50,F00_John,-1,"{""coordinate"": 10, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""3aa9a5fa1c4cacda702248f97a7a5f51f6f1098926c58c23f58bd107618f2014"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 50}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,51,F01_Sarah,-1,"{""coordinate"": 11, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""eaf0c0a2c8944179158a88967f0e1de948eca84524df9d6a308b88ae06c340d2"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 51}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,52,F02_Mary,-1,"{""coordinate"": 12, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""d0a3ddfce41545ac3845690f7095230b308dd1deb8b5d2a8459067a97f53020f"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 52}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,53,F02_John,-1,"{""coordinate"": 13, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""f83026e394c89581a3f8665be5b77c0b7b1d137542c73c95bf4dd9818718237c"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 53}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,54,F00_Mary,-1,"{""coordinate"": 14, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""86e3a9cce5c9457abc735f575a72a223065ea19bb3c2575d3f19bb0610b97ac0"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 54}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,55,F01_Tom,-1,"{""coordinate"": 15, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""28b290bdc66d0159c60d09ba6e93c963d3d2224e41d33f31263616eeabc55b6f"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 55}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,56,F01_Tom,-1,"{""coordinate"": 16, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""2d4649e118730f0e4fdab32bf1e189fec451f7701a54a11ceec93412614fa63a"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 56}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,57,F00_John,-1,"{""coordinate"": 17, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""687851a7035784b11cd77c801fa9b9392d52d0c08a4877dae32ede5f8dac4201"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 57}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,58,F02_John,-1,"{""coordinate"": 18, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""663f66c62f964a2ac4b47750112a00a8dc7b7f6e022c87a02bdb63c33f97bbc4"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 58}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,59,F03_Tom,-1,"{""coordinate"": 19, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""c94511287bb1b64ff3e69fc4d22accc793f79524a258da5f7acafcd3a663d9fd"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 59}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,60,F00_Mary,-1,"{""coordinate"": 0, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""005277f8d85ff34bd1614a9496f2d1437c5040fabfaf18b201dc721c076f96f8"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 60}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,61,F02_Mary,-1,"{""coordinate"": 1, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""5c837b6949409af3d1fa34fe340516175b552508a9cf2afe1937901bd68219e0"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 61}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,62,F03_Sarah,-1,"{""coordinate"": 2, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""a74ff1d339d4b1c6802bbdd1e7e9d0ccac2534dc8d894a34d89a85c9b7d35552"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 62}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,63,F01_Sarah,-1,"{""coordinate"": 3, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""4a70b72192fb22662861c841d38bc9025d0a90a92d66efc96ad3f41a6f297e6c"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 63}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,64,F03_Tom,-1,"{""coordinate"": 4, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""de5bf58775421bcd1dbb648c2dc694b770d01af7b544b01be7bd1d3d8940caee"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 64}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,65,F02_Mary,-1,"{""coordinate"": 5, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""cfd5247f5f111d795d5c9282bfa45303a2edf72f7735f01794b8d980101a9166"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 65}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,66,F00_John,-1,"{""coordinate"": 6, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""d3f1925beb233eb67843249ef04a8c28f760f9244c4f83578934753ccb6f71e1"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 66}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,67,F00_Mary,-1,"{""coordinate"": 7, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""b033091fa7496e4576ace6c27788ac9426c9b50e47870010c48bc0a53fe1b163"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 67}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,68,F02_John,-1,"{""coordinate"": 8, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""86ac531be2eaf5f785c9b767e91b1203bf122e0f0d356996b194770e962cea63"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 68}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,69,F01_Tom,-1,"{""coordinate"": 9, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""1648e210c0f008a1fd2de6caaac6d6a6f0c9e84f82db34c28403cdfcc3a4898f"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 69}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,70,F03_Sarah,-1,"{""coordinate"": 10, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""701213ffafbc18f7bb9168383248b0b0c0d1347dc64b001d2912345cc3fcb9b5"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 70}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,71,F01_Sarah,-1,"{""coordinate"": 11, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""4d33a7429a144caba85a1215f24fc7736f3c3af1830e140374fbda4df9937f8c"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 71}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,72,F01_Tom,-1,"{""coordinate"": 12, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""7db63a29e7529e8c5b441cd06358d44f832d98688ecf704bcedc6fb2785bd884"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 72}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,73,F02_John,-1,"{""coordinate"": 13, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""9310378c8fb46526a4fa0c63ae63e479c6ed6cfcb6f27a199b5663f5342737a3"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 73}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,74,F00_Mary,-1,"{""coordinate"": 14, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""eba6949601b61921b3d1e99b0246287c7a54e99d4a9489c47a01c3a521bf8aeb"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 74}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,75,F02_Mary,-1,"{""coordinate"": 15, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""2e79b0b5cdcef2582f5cc50140c86d40cd1ae30f6dbcac6397a30d357ce2b6d0"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 75}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,76,F00_John,-1,"{""coordinate"": 16, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""0125cf3c2cb15f49b95f078280ac03e8829848c531ffa6cd52276821f84aa4d2"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 76}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,77,F03_Tom,-1,"{""coordinate"": 17, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""47732467b62d5c9f8d32e7903c3b6585442b8536614bd760a60eeeefb81c7dce"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 77}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,78,F03_Sarah,-1,"{""coordinate"": 18, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""da244619fc17b31634b0eb3ee876d2c98a8ff13fde6bfa2b5d9075c1bdc4faac"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 78}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
constant,79,F01_Sarah,-1,"{""coordinate"": 19, ""minus"": 0.0, ""plus"": 0.0, ""signature"": ""7b03ae6350c6060fc0907f61e0be8a67c839510647eceb564f5ee6937c5a281c"", ""source"": ""b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4"", ""step"": 79}",1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4
