compiled_row_ordinal,cell_type,compiled_response,compiled_count,candidate_led_group_count,candidate_led_group_ordinals,comparison,derived_response,complete_window_count,response_abs_difference,amplitude_agrees,count_agrees,candidate_mean_min,candidate_mean_max
105,pR7,0.0357101950401652,31.0,1,[2686],one_led_group,0.0357101950401652,31,0.0,True,True,0.0357101950401652,0.0357101950401652
106,pR7,0.2337793672042888,28.0,1,[2687],one_led_group,0.26826341525737557,30,0.034484048053086774,False,False,0.26826341525737557,0.26826341525737557
107,pR7,-0.009648906277747251,6.0,1,[2688],one_led_group,-0.00964890627774725,6,1.734723475976807e-18,True,True,-0.00964890627774725,-0.00964890627774725
108,pR7,-0.01367812294736624,6.0,1,[2689],one_led_group,-0.013678122947366233,6,6.938893903907228e-18,True,True,-0.013678122947366233,-0.013678122947366233
109,pR7,0.1358058877420323,31.0,1,[2690],one_led_group,0.13580588774203228,31,2.7755575615628914e-17,True,True,0.13580588774203228,0.13580588774203228
110,pR7,0.14280253879103186,13.0,1,[2691],one_led_group,0.14280253879103183,13,2.7755575615628914e-17,True,True,0.14280253879103183,0.14280253879103183
111,pR7,0.26477238444155304,13.0,1,[2692],one_led_group,0.264772384441553,13,5.551115123125783e-17,True,True,0.264772384441553,0.264772384441553
112,pR7,0.7759507661549678,45.0,1,[2693],one_led_group,0.7804723131754097,47,0.0045215470204418295,False,False,0.7804723131754097,0.7804723131754097
113,pR7,0.10287998456885382,13.0,1,[2694],one_led_group,0.10287998456885379,13,2.7755575615628914e-17,True,True,0.10287998456885379,0.10287998456885379
114,pR7,0.11708230177287712,11.0,1,[2695],one_led_group,0.11708230177287714,11,1.3877787807814457e-17,True,True,0.11708230177287714,0.11708230177287714
115,pR7,-0.020866788735710445,21.0,1,[2696],one_led_group,-0.02646762640695361,23,0.005600837671243166,False,False,-0.02646762640695361,-0.02646762640695361
116,pR7,0.07029796238739457,32.0,1,[2697],one_led_group,0.07029796238739457,32,0.0,True,True,0.07029796238739457,0.07029796238739457
117,pR7,0.4671793683409981,10.0,1,[2698],one_led_group,0.4671793683409981,10,0.0,True,True,0.4671793683409981,0.4671793683409981
118,pR7,0.369321010354466,25.0,1,[2699],one_led_group,0.30989280422748877,27,0.059428206126977245,False,False,0.30989280422748877,0.30989280422748877
119,pR7,0.23166668941770144,18.0,1,[2700],one_led_group,0.2316666894177014,18,2.7755575615628914e-17,True,True,0.2316666894177014,0.2316666894177014
120,pR7,0.12812952599753466,42.0,1,[2701],one_led_group,0.1225361335810379,44,0.005593392416496756,False,False,0.1225361335810379,0.1225361335810379
121,pR7,0.16303881563918451,13.0,1,[2702],one_led_group,0.16303881563918446,13,5.551115123125783e-17,True,True,0.16303881563918446,0.16303881563918446
122,pR7,0.08246375207206443,24.0,1,[2703],one_led_group,0.17322137850896893,27,0.0907576264369045,False,False,0.17322137850896893,0.17322137850896893
123,pR7,0.48452204725905457,49.0,1,[2704],one_led_group,0.511116136063884,51,0.026594088804829386,False,False,0.511116136063884,0.511116136063884
124,pR7,0.30493287951431824,28.0,1,[2705],one_led_group,0.35437541444869675,30,0.0494425349343785,False,False,0.35437541444869675,0.35437541444869675
125,pR7,-0.06511602880954674,20.0,1,[2706],one_led_group,-0.053547065426881944,21,0.011568963382664797,False,False,-0.053547065426881944,-0.053547065426881944
126,pR7,0.06021782289140554,31.0,1,[2707],one_led_group,0.06021782289140552,31,1.3877787807814457e-17,True,True,0.06021782289140552,0.06021782289140552
127,pR7,0.25423407192726893,16.0,1,[2708],one_led_group,0.254234071927269,16,5.551115123125783e-17,True,True,0.254234071927269,0.254234071927269
128,pR7,0.12193747374187529,17.0,1,[2709],one_led_group,0.12193747374187529,17,0.0,True,True,0.12193747374187529,0.12193747374187529
129,pR7,0.3200863951869732,18.0,1,[2710],one_led_group,0.3200863951869731,18,5.551115123125783e-17,True,True,0.3200863951869731,0.3200863951869731
130,pR7,0.45014129382464735,242.0,1,[2711],one_led_group,0.4447985281089648,249,0.00534276571568254,False,False,0.4447985281089648,0.4447985281089648
131,pR7,1.3532034644630833,35.0,1,[2712],one_led_group,1.334587212863073,37,0.018616251600010347,False,False,1.334587212863073,1.334587212863073
132,pR7,1.299961473567641,35.0,1,[2713],one_led_group,1.2794530767447836,37,0.020508396822857433,False,False,1.2794530767447836,1.2794530767447836
133,pR7,0.397293067290856,23.0,1,[2714],one_led_group,0.4301558446834757,24,0.03286277739261967,False,False,0.4301558446834757,0.4301558446834757
134,pR7,0.4750386989949104,7.0,1,[2715],one_led_group,0.304915279863058,8,0.17012341913185242,False,False,0.304915279863058,0.304915279863058
135,pR7,1.4306698560200195,98.0,1,[2716],one_led_group,1.3814780491192544,101,0.04919180690076508,False,False,1.3814780491192544,1.3814780491192544
136,pR7,1.4318017381382526,119.0,1,[2717],one_led_group,1.3989629190368373,122,0.032838819101415284,False,False,1.3989629190368373,1.3989629190368373
