compiled_row_ordinal,cell_type,compiled_response,compiled_count,candidate_led_group_count,candidate_led_group_ordinals,comparison,derived_response,complete_window_count,response_abs_difference,amplitude_agrees,count_agrees,candidate_mean_min,candidate_mean_max
1544,pDm8,0.3777139607362698,20.0,0,[],unavailable_same_type,,,,,,,
1545,pDm8,0.8202100200615934,10.0,0,[],unavailable_same_type,,,,,,,
1546,pDm8,1.612194134139688,10.0,0,[],unavailable_same_type,,,,,,,
1547,pDm8,0.622247421864393,9.0,0,[],unavailable_same_type,,,,,,,
1548,pDm8,1.0482639650113663,89.0,0,[],unavailable_same_type,,,,,,,
1549,pDm8,0.215819483610534,10.0,0,[],unavailable_same_type,,,,,,,
1550,pDm8,0.9301564358396798,13.0,0,[],unavailable_same_type,,,,,,,
1551,pDm8,1.4320076415971195,113.0,0,[],unavailable_same_type,,,,,,,
1552,pDm8,1.6483277831981835,11.0,0,[],unavailable_same_type,,,,,,,
1553,pDm8,1.5577478537700518,75.0,0,[],unavailable_same_type,,,,,,,
1554,pDm8,1.4911983664489317,4.0,0,[],unavailable_same_type,,,,,,,
1555,pDm8,1.8272886868854035,26.0,0,[],unavailable_same_type,,,,,,,
1556,pDm8,1.5674676402552048,56.0,0,[],unavailable_same_type,,,,,,,
1557,pDm8,1.4153870632482375,50.0,0,[],unavailable_same_type,,,,,,,
1558,pDm8,1.2845870255988896,75.0,0,[],unavailable_same_type,,,,,,,
1559,pDm8,2.8560739634010623,10.0,0,[],unavailable_same_type,,,,,,,
1560,pDm8,1.0282449720433995,6.0,0,[],unavailable_same_type,,,,,,,
1561,pDm8,1.925056663003682,5.0,0,[],unavailable_same_type,,,,,,,
1562,pDm8,0.9843340111035372,26.0,0,[],unavailable_same_type,,,,,,,
1563,pDm8,0.8106592502679816,17.0,0,[],unavailable_same_type,,,,,,,
1564,pDm8,1.9320220327856692,7.0,0,[],unavailable_same_type,,,,,,,
1565,pDm8,2.1634674290573788,6.0,0,[],unavailable_same_type,,,,,,,
1566,pDm8,2.4869315480037373,6.0,0,[],unavailable_same_type,,,,,,,
1567,pDm8,1.0126078716015163,45.0,0,[],unavailable_same_type,,,,,,,
1568,pDm8,1.5874506101745645,64.0,0,[],unavailable_same_type,,,,,,,
1569,pDm8,1.3915648079604375,72.0,0,[],unavailable_same_type,,,,,,,
1570,pDm8,1.6355309445686188,10.0,0,[],unavailable_same_type,,,,,,,
1571,pDm8,0.8814303912365525,15.0,0,[],unavailable_same_type,,,,,,,
1572,pDm8,1.0105580093918844,62.0,0,[],unavailable_same_type,,,,,,,
1573,pDm8,1.49549101617403,12.0,0,[],unavailable_same_type,,,,,,,
1574,pDm8,1.131589071533366,55.0,0,[],unavailable_same_type,,,,,,,
1575,pDm8,1.0239667302793103,5.0,0,[],unavailable_same_type,,,,,,,
1576,pDm8,1.466805330962463,31.0,0,[],unavailable_same_type,,,,,,,
1577,pDm8,1.6050819427523428,30.0,0,[],unavailable_same_type,,,,,,,
1578,pDm8,1.8733710246323967,5.0,0,[],unavailable_same_type,,,,,,,
1579,pDm8,1.4701988715104466,25.0,0,[],unavailable_same_type,,,,,,,
1580,pDm8,1.5632740742918174,23.0,0,[],unavailable_same_type,,,,,,,
1581,pDm8,1.1172785161726624,4.0,0,[],unavailable_same_type,,,,,,,
1582,pDm8,-0.020191347032549177,20.0,0,[],unavailable_same_type,,,,,,,
1583,pDm8,0.6768001619223695,215.0,0,[],unavailable_same_type,,,,,,,
1584,pDm8,0.4846486137626601,22.0,0,[],unavailable_same_type,,,,,,,
1585,pDm8,-0.005365129346355911,37.0,0,[],unavailable_same_type,,,,,,,
1586,pDm8,-0.4642542863759084,25.0,0,[],unavailable_same_type,,,,,,,
1587,pDm8,1.0975379713064572,19.0,0,[],unavailable_same_type,,,,,,,
1588,pDm8,0.5770145577561954,10.0,0,[],unavailable_same_type,,,,,,,
1589,pDm8,0.5790921738383208,18.0,0,[],unavailable_same_type,,,,,,,
1590,pDm8,0.5240707775521295,18.0,0,[],unavailable_same_type,,,,,,,
1591,pDm8,0.40112049816597384,8.0,0,[],unavailable_same_type,,,,,,,
1592,pDm8,0.44594465710001663,8.0,0,[],unavailable_same_type,,,,,,,
1593,pDm8,1.2416158500512928,7.0,0,[],unavailable_same_type,,,,,,,
1594,pDm8,0.2935254809247194,17.0,0,[],unavailable_same_type,,,,,,,
1595,pDm8,0.34376785053925146,17.0,0,[],unavailable_same_type,,,,,,,
1596,pDm8,0.6529604631234995,3.0,0,[],unavailable_same_type,,,,,,,
1597,pDm8,0.49881973618788294,10.0,0,[],unavailable_same_type,,,,,,,
1598,pDm8,1.339275420028034,7.0,0,[],unavailable_same_type,,,,,,,
1599,pDm8,0.6579837370898642,34.0,0,[],unavailable_same_type,,,,,,,
1600,pDm8,1.4488417933192914,56.0,0,[],unavailable_same_type,,,,,,,
1601,pDm8,0.2791968426432126,16.0,0,[],unavailable_same_type,,,,,,,
1602,pDm8,1.172299146516917,20.0,0,[],unavailable_same_type,,,,,,,
1603,pDm8,1.3432769798601716,16.0,0,[],unavailable_same_type,,,,,,,
1604,pDm8,1.436442808631206,36.0,0,[],unavailable_same_type,,,,,,,
1605,pDm8,1.8213017458214662,27.0,0,[],unavailable_same_type,,,,,,,
1606,pDm8,1.2684310266222982,29.0,0,[],unavailable_same_type,,,,,,,
1607,pDm8,1.4541064209722012,18.0,0,[],unavailable_same_type,,,,,,,
1608,pDm8,1.172679558852749,10.0,0,[],unavailable_same_type,,,,,,,
1609,pDm8,1.2324045468408096,10.0,0,[],unavailable_same_type,,,,,,,
1610,pDm8,1.3558135814889138,12.0,0,[],unavailable_same_type,,,,,,,
1611,pDm8,0.6874266881631542,127.0,0,[],unavailable_same_type,,,,,,,
1612,pDm8,0.37025087944114865,7.0,0,[],unavailable_same_type,,,,,,,
1613,pDm8,0.5287968424684621,7.0,0,[],unavailable_same_type,,,,,,,
1614,pDm8,0.24586498890257408,10.0,0,[],unavailable_same_type,,,,,,,
1615,pDm8,0.20897473462447955,10.0,0,[],unavailable_same_type,,,,,,,
1616,pDm8,0.5547015166147922,35.0,0,[],unavailable_same_type,,,,,,,
1617,pDm8,0.17050558530339713,17.0,0,[],unavailable_same_type,,,,,,,
1618,pDm8,1.3413049443087903,17.0,0,[],unavailable_same_type,,,,,,,
1619,pDm8,1.0118540949145183,23.0,0,[],unavailable_same_type,,,,,,,
1620,pDm8,1.039573247165205,31.0,0,[],unavailable_same_type,,,,,,,
1621,pDm8,1.1504026573683162,16.0,0,[],unavailable_same_type,,,,,,,
1622,pDm8,1.4946603312177476,216.0,0,[],unavailable_same_type,,,,,,,
1623,pDm8,-0.4790859200933939,45.0,0,[],unavailable_same_type,,,,,,,
1624,pDm8,1.17461557622963,33.0,0,[],unavailable_same_type,,,,,,,
1625,pDm8,1.3351120617896606,125.0,0,[],unavailable_same_type,,,,,,,
1626,pDm8,2.5195515158659854,10.0,0,[],unavailable_same_type,,,,,,,
1627,pDm8,1.2422406813103386,20.0,0,[],unavailable_same_type,,,,,,,
1628,pDm8,1.2466021631336999,20.0,0,[],unavailable_same_type,,,,,,,
1629,pDm8,0.38894987245354457,8.0,0,[],unavailable_same_type,,,,,,,
1630,pDm8,-0.13831377307336423,10.0,0,[],unavailable_same_type,,,,,,,
1631,pDm8,1.5402922709978115,118.0,0,[],unavailable_same_type,,,,,,,
1632,pDm8,1.3057676370186786,17.0,0,[],unavailable_same_type,,,,,,,
1633,pDm8,2.0912115539381237,17.0,0,[],unavailable_same_type,,,,,,,
1634,pDm8,1.8432127875649407,5.0,0,[],unavailable_same_type,,,,,,,
1635,pDm8,1.0895197212263665,45.0,0,[],unavailable_same_type,,,,,,,
1636,pDm8,0.8986174255818993,45.0,0,[],unavailable_same_type,,,,,,,
1637,pDm8,1.280644458995588,163.0,0,[],unavailable_same_type,,,,,,,
1638,pDm8,1.242564676764468,55.0,0,[],unavailable_same_type,,,,,,,
1639,pDm8,0.8438787475991169,23.0,0,[],unavailable_same_type,,,,,,,
1640,pDm8,1.2560362067814055,23.0,0,[],unavailable_same_type,,,,,,,
1641,pDm8,1.0783410246264598,7.0,0,[],unavailable_same_type,,,,,,,
1642,pDm8,1.610680766652526,36.0,0,[],unavailable_same_type,,,,,,,
1643,pDm8,0.4308040599809734,12.0,0,[],unavailable_same_type,,,,,,,
1644,pDm8,0.4882168316774657,11.0,0,[],unavailable_same_type,,,,,,,
1645,pDm8,0.950068403809475,6.0,0,[],unavailable_same_type,,,,,,,
1646,pDm8,0.7389381388042219,17.0,0,[],unavailable_same_type,,,,,,,
1647,pDm8,1.374413508269401,17.0,0,[],unavailable_same_type,,,,,,,
1648,pDm8,1.441612515496019,18.0,0,[],unavailable_same_type,,,,,,,
1649,pDm8,1.218608222961256,18.0,0,[],unavailable_same_type,,,,,,,
1650,pDm8,0.8765986926086143,31.0,0,[],unavailable_same_type,,,,,,,
1651,pDm8,1.0025082484620955,39.0,0,[],unavailable_same_type,,,,,,,
1652,pDm8,1.3700336045395716,7.0,0,[],unavailable_same_type,,,,,,,
1653,pDm8,1.0785225616714307,3.0,0,[],unavailable_same_type,,,,,,,
1654,pDm8,-0.010454374431658345,37.0,0,[],unavailable_same_type,,,,,,,
1655,pDm8,0.577007424911697,17.0,0,[],unavailable_same_type,,,,,,,
1656,pDm8,0.27319971787694775,20.0,0,[],unavailable_same_type,,,,,,,
1657,pDm8,0.32687521795654584,10.0,0,[],unavailable_same_type,,,,,,,
1658,pDm8,-0.2876467229881868,25.0,0,[],unavailable_same_type,,,,,,,
1659,pDm8,1.7186628943279547,10.0,0,[],unavailable_same_type,,,,,,,
1660,pDm8,0.6333862043557595,17.0,0,[],unavailable_same_type,,,,,,,
1661,pDm8,0.9092078782946833,19.0,0,[],unavailable_same_type,,,,,,,
1662,pDm8,1.2314618665047714,10.0,0,[],unavailable_same_type,,,,,,,
1663,pDm8,1.0286050359854069,98.0,0,[],unavailable_same_type,,,,,,,
1664,pDm8,-0.014372343679306374,96.0,0,[],unavailable_same_type,,,,,,,
1665,pDm8,0.3797381506271318,10.0,0,[],unavailable_same_type,,,,,,,
1666,pDm8,1.8532878017483452,17.0,0,[],unavailable_same_type,,,,,,,
1667,pDm8,1.6439969567514459,10.0,0,[],unavailable_same_type,,,,,,,
1668,pDm8,0.6771582252019085,318.0,0,[],unavailable_same_type,,,,,,,
1669,pDm8,0.01102755446060009,10.0,0,[],unavailable_same_type,,,,,,,
1670,pDm8,-0.01234336366610595,10.0,0,[],unavailable_same_type,,,,,,,
1671,pDm8,2.241689065393434,26.0,0,[],unavailable_same_type,,,,,,,
1672,pDm8,1.6820934050963872,56.0,0,[],unavailable_same_type,,,,,,,
1673,pDm8,-0.09254402305043584,146.0,0,[],unavailable_same_type,,,,,,,
1674,pDm8,-0.06427299593591065,225.0,0,[],unavailable_same_type,,,,,,,
1675,pDm8,0.08073520777239954,79.0,0,[],unavailable_same_type,,,,,,,
1676,pDm8,1.1243274313782208,31.0,0,[],unavailable_same_type,,,,,,,
1677,pDm8,0.9683848176917599,28.0,0,[],unavailable_same_type,,,,,,,
1678,pDm8,1.1719570473888126,3.0,0,[],unavailable_same_type,,,,,,,
1679,pDm8,1.5132913243551485,136.0,0,[],unavailable_same_type,,,,,,,
1680,pDm8,2.0461064522805668,10.0,0,[],unavailable_same_type,,,,,,,
1681,pDm8,1.3572777177426496,15.0,0,[],unavailable_same_type,,,,,,,
1682,pDm8,2.2361462852344816,6.0,0,[],unavailable_same_type,,,,,,,
1683,pDm8,2.2810102334436424,10.0,0,[],unavailable_same_type,,,,,,,
1684,pDm8,1.5384238089284799,26.0,0,[],unavailable_same_type,,,,,,,
1685,pDm8,1.2319308925791668,8.0,0,[],unavailable_same_type,,,,,,,
1686,pDm8,0.0459002046534197,73.0,0,[],unavailable_same_type,,,,,,,
1687,pDm8,1.4307069822376506,14.0,0,[],unavailable_same_type,,,,,,,
1688,pDm8,1.4474366697062135,7.0,0,[],unavailable_same_type,,,,,,,
1689,pDm8,0.8499442084358187,7.0,0,[],unavailable_same_type,,,,,,,
1690,pDm8,0.6539323494296535,34.0,0,[],unavailable_same_type,,,,,,,
1691,pDm8,0.6522537498572606,8.0,0,[],unavailable_same_type,,,,,,,
1692,pDm8,0.9938127383943025,173.0,0,[],unavailable_same_type,,,,,,,
1693,pDm8,-0.41644141788893474,45.0,0,[],unavailable_same_type,,,,,,,
1694,pDm8,1.3077856841619817,12.0,0,[],unavailable_same_type,,,,,,,
1695,pDm8,0.2446071800525638,6.0,0,[],unavailable_same_type,,,,,,,
1696,pDm8,1.1127428986309778,5.0,0,[],unavailable_same_type,,,,,,,
1697,pDm8,2.210707345265532,17.0,0,[],unavailable_same_type,,,,,,,
1698,pDm8,-0.2156066572562163,10.0,0,[],unavailable_same_type,,,,,,,
1699,pDm8,0.9477463114064787,16.0,0,[],unavailable_same_type,,,,,,,
1700,pDm8,0.7500762196317368,16.0,0,[],unavailable_same_type,,,,,,,
1701,pDm8,2.0221609363765625,6.0,0,[],unavailable_same_type,,,,,,,
1702,pDm8,0.8557345545578748,130.0,0,[],unavailable_same_type,,,,,,,
1703,pDm8,1.238438371033911,6.0,0,[],unavailable_same_type,,,,,,,
1704,pDm8,0.9719691472451404,12.0,0,[],unavailable_same_type,,,,,,,
1705,pDm8,1.6486068334459776,12.0,0,[],unavailable_same_type,,,,,,,
1706,pDm8,0.7959012003751973,18.0,0,[],unavailable_same_type,,,,,,,
1707,pDm8,1.0736799631685854,26.0,0,[],unavailable_same_type,,,,,,,
1708,pDm8,1.1558638541980315,19.0,0,[],unavailable_same_type,,,,,,,
1709,pDm8,0.9699646238744377,19.0,0,[],unavailable_same_type,,,,,,,
1710,pDm8,0.8178085505390952,36.0,0,[],unavailable_same_type,,,,,,,
1711,pDm8,0.7895141498896917,18.0,0,[],unavailable_same_type,,,,,,,
1712,pDm8,0.3696995695020101,5.0,0,[],unavailable_same_type,,,,,,,
1713,pDm8,0.6770341671489277,23.0,0,[],unavailable_same_type,,,,,,,
1714,pDm8,1.4495320226604336,29.0,0,[],unavailable_same_type,,,,,,,
1715,pDm8,0.47324610737641837,17.0,0,[],unavailable_same_type,,,,,,,
1716,pDm8,0.3487743575639364,96.0,0,[],unavailable_same_type,,,,,,,
1717,pDm8,1.1650056903876067,17.0,0,[],unavailable_same_type,,,,,,,
1718,pDm8,1.0809485063493323,22.0,0,[],unavailable_same_type,,,,,,,
1719,pDm8,0.28375793708320546,73.0,0,[],unavailable_same_type,,,,,,,
1720,pDm8,1.056767956054848,18.0,0,[],unavailable_same_type,,,,,,,
1721,pDm8,0.6041647274107638,5.0,0,[],unavailable_same_type,,,,,,,
1722,pDm8,0.5765452166621469,5.0,0,[],unavailable_same_type,,,,,,,
1723,pDm8,1.6497946441040654,13.0,0,[],unavailable_same_type,,,,,,,
1724,pDm8,1.7477139180434718,12.0,0,[],unavailable_same_type,,,,,,,
1725,pDm8,0.6507024197732084,8.0,0,[],unavailable_same_type,,,,,,,
1726,pDm8,0.9420444743706845,45.0,0,[],unavailable_same_type,,,,,,,
1727,pDm8,1.212722482832616,8.0,0,[],unavailable_same_type,,,,,,,
1728,pDm8,-0.02832692242467772,37.0,0,[],unavailable_same_type,,,,,,,
1729,pDm8,1.4604005771543886,10.0,0,[],unavailable_same_type,,,,,,,
1730,pDm8,1.2982867579023576,10.0,0,[],unavailable_same_type,,,,,,,
1731,pDm8,0.2048593324191879,33.0,0,[],unavailable_same_type,,,,,,,
1732,pDm8,1.03058120383203,5.0,0,[],unavailable_same_type,,,,,,,
1733,pDm8,0.22129078174145492,3.0,0,[],unavailable_same_type,,,,,,,
1734,pDm8,0.8503292393139014,29.0,0,[],unavailable_same_type,,,,,,,
1735,pDm8,0.6678042729765855,29.0,0,[],unavailable_same_type,,,,,,,
1736,pDm8,-0.7506274808247152,26.0,0,[],unavailable_same_type,,,,,,,
1737,pDm8,-0.6907420587410498,26.0,0,[],unavailable_same_type,,,,,,,
1738,pDm8,0.919514755663077,207.0,0,[],unavailable_same_type,,,,,,,
1739,pDm8,0.9650002420169892,20.0,0,[],unavailable_same_type,,,,,,,
1740,pDm8,0.42160254696385785,6.0,0,[],unavailable_same_type,,,,,,,
1741,pDm8,1.0594881828017315,27.0,0,[],unavailable_same_type,,,,,,,
1742,pDm8,0.7422093552309474,8.0,0,[],unavailable_same_type,,,,,,,
1743,pDm8,1.0656148579605842,7.0,0,[],unavailable_same_type,,,,,,,
1744,pDm8,0.8327275975311156,28.0,0,[],unavailable_same_type,,,,,,,
1745,pDm8,0.7716446807044879,62.0,0,[],unavailable_same_type,,,,,,,
1746,pDm8,0.4649434201710178,9.0,0,[],unavailable_same_type,,,,,,,
1747,pDm8,0.4100977772944821,5.0,0,[],unavailable_same_type,,,,,,,
1748,pDm8,0.5717543219113378,6.0,0,[],unavailable_same_type,,,,,,,
1749,pDm8,0.5392448877052621,15.0,0,[],unavailable_same_type,,,,,,,
1750,pDm8,1.0119149610313125,65.0,0,[],unavailable_same_type,,,,,,,
1751,pDm8,1.0738528856600278,65.0,0,[],unavailable_same_type,,,,,,,
1752,pDm8,0.8487266050437806,11.0,0,[],unavailable_same_type,,,,,,,
1753,pDm8,0.47398071231997596,11.0,0,[],unavailable_same_type,,,,,,,
1754,pDm8,-0.10143032255020124,16.0,0,[],unavailable_same_type,,,,,,,
1755,pDm8,-0.07367830780245707,10.0,0,[],unavailable_same_type,,,,,,,
1756,pDm8,-0.03597983465503344,6.0,0,[],unavailable_same_type,,,,,,,
1757,pDm8,0.6929174872857548,5.0,0,[],unavailable_same_type,,,,,,,
1758,pDm8,-0.19676826569424102,14.0,0,[],unavailable_same_type,,,,,,,
1759,pDm8,-0.15770593498231383,14.0,0,[],unavailable_same_type,,,,,,,
1760,pDm8,0.07879622495521042,33.0,0,[],unavailable_same_type,,,,,,,
1761,pDm8,0.09001246201817793,33.0,0,[],unavailable_same_type,,,,,,,
1762,pDm8,1.6781629561985376,55.0,0,[],unavailable_same_type,,,,,,,
1763,pDm8,-0.6391190132835011,25.0,0,[],unavailable_same_type,,,,,,,
1764,pDm8,-0.5673842429507149,25.0,0,[],unavailable_same_type,,,,,,,
1765,pDm8,0.3687614601408887,35.0,0,[],unavailable_same_type,,,,,,,
1766,pDm8,1.8759042502243393,16.0,0,[],unavailable_same_type,,,,,,,
1767,pDm8,0.01412823830489752,6.0,0,[],unavailable_same_type,,,,,,,
1768,pDm8,0.18862245800047525,17.0,0,[],unavailable_same_type,,,,,,,
1769,pDm8,0.6904457362949108,18.0,0,[],unavailable_same_type,,,,,,,
1770,pDm8,0.2095729635878038,7.0,0,[],unavailable_same_type,,,,,,,
1771,pDm8,0.6386525227382805,28.0,0,[],unavailable_same_type,,,,,,,
1772,pDm8,0.6127877513289751,106.0,0,[],unavailable_same_type,,,,,,,
1773,pDm8,0.8344947837343643,120.0,0,[],unavailable_same_type,,,,,,,
1774,pDm8,0.6762727069386327,226.0,0,[],unavailable_same_type,,,,,,,
1775,pDm8,0.4108487511970596,45.0,0,[],unavailable_same_type,,,,,,,
1776,pDm8,0.2477673330637731,45.0,0,[],unavailable_same_type,,,,,,,
1777,pDm8,0.7576465039387008,16.0,0,[],unavailable_same_type,,,,,,,
1778,pDm8,0.8942489529749494,16.0,0,[],unavailable_same_type,,,,,,,
1779,pDm8,0.6468421838040425,33.0,0,[],unavailable_same_type,,,,,,,
1780,pDm8,0.940253912586878,109.0,0,[],unavailable_same_type,,,,,,,
1781,pDm8,0.1592544671144466,155.0,0,[],unavailable_same_type,,,,,,,
1782,pDm8,0.9781924865700197,6.0,0,[],unavailable_same_type,,,,,,,
1783,pDm8,0.9725829373270597,6.0,0,[],unavailable_same_type,,,,,,,
1784,pDm8,0.634346959887047,12.0,0,[],unavailable_same_type,,,,,,,
1785,pDm8,-0.15841966172656677,7.0,0,[],unavailable_same_type,,,,,,,
1786,pDm8,0.5893292881150377,130.0,0,[],unavailable_same_type,,,,,,,
1787,pDm8,-0.6886869543243135,42.0,0,[],unavailable_same_type,,,,,,,
1788,pDm8,0.0028543427263572224,8.0,0,[],unavailable_same_type,,,,,,,
1789,pDm8,0.39463467751590897,12.0,0,[],unavailable_same_type,,,,,,,
1790,pDm8,0.8008687135925462,3.0,0,[],unavailable_same_type,,,,,,,
1791,pDm8,-0.545642885534565,27.0,0,[],unavailable_same_type,,,,,,,
1792,pDm8,-0.09395523619996182,27.0,0,[],unavailable_same_type,,,,,,,
1793,pDm8,-0.5662965523142977,12.0,0,[],unavailable_same_type,,,,,,,
1794,pDm8,-0.680946581091235,39.0,0,[],unavailable_same_type,,,,,,,
1795,pDm8,1.2605388510666287,10.0,0,[],unavailable_same_type,,,,,,,
1796,pDm8,-0.0277177684856255,4.0,0,[],unavailable_same_type,,,,,,,
1797,pDm8,-0.8287377495796822,12.0,0,[],unavailable_same_type,,,,,,,
1798,pDm8,0.6974067778351998,142.0,0,[],unavailable_same_type,,,,,,,
1799,pDm8,-0.8481906227730699,20.0,0,[],unavailable_same_type,,,,,,,
1800,pDm8,-0.8632257960407342,10.0,0,[],unavailable_same_type,,,,,,,
1801,pDm8,0.2882268838755421,215.0,0,[],unavailable_same_type,,,,,,,
1802,pDm8,0.1071419486209938,20.0,0,[],unavailable_same_type,,,,,,,
1803,pDm8,0.7238606044994055,17.0,0,[],unavailable_same_type,,,,,,,
1804,pDm8,-0.06374331400106183,17.0,0,[],unavailable_same_type,,,,,,,
1805,pDm8,0.005319025358675782,10.0,0,[],unavailable_same_type,,,,,,,
1806,pDm8,0.7970369945561272,19.0,0,[],unavailable_same_type,,,,,,,
1807,pDm8,1.650627212119902,12.0,0,[],unavailable_same_type,,,,,,,
1808,pDm8,1.3677500747795364,7.0,0,[],unavailable_same_type,,,,,,,
1809,pDm8,0.019127742827852585,27.0,0,[],unavailable_same_type,,,,,,,
1810,pDm8,0.009240905940276987,17.0,0,[],unavailable_same_type,,,,,,,
1811,pDm8,-0.12619712334073901,10.0,0,[],unavailable_same_type,,,,,,,
1812,pDm8,1.3549447046633056,20.0,0,[],unavailable_same_type,,,,,,,
1813,pDm8,1.9793421075552717,27.0,0,[],unavailable_same_type,,,,,,,
1814,pDm8,0.4686614436672821,13.0,0,[],unavailable_same_type,,,,,,,
1815,pDm8,1.2224074369599018,6.0,0,[],unavailable_same_type,,,,,,,
1816,pDm8,0.2753685169075904,23.0,0,[],unavailable_same_type,,,,,,,
1817,pDm8,0.9663685009121693,59.0,0,[],unavailable_same_type,,,,,,,
1818,pDm8,0.8505047280332191,67.0,0,[],unavailable_same_type,,,,,,,
1819,pDm8,-0.4764743763639797,37.0,0,[],unavailable_same_type,,,,,,,
1820,pDm8,-0.0029011282123188762,33.0,0,[],unavailable_same_type,,,,,,,
1821,pDm8,1.5567612883955402,11.0,0,[],unavailable_same_type,,,,,,,
1822,pDm8,0.27982630612196663,155.0,0,[],unavailable_same_type,,,,,,,
1823,pDm8,0.1875461229673899,36.0,0,[],unavailable_same_type,,,,,,,
1824,pDm8,-0.5723448785408454,8.0,0,[],unavailable_same_type,,,,,,,
1825,pDm8,1.1411772391095711,21.0,0,[],unavailable_same_type,,,,,,,
1826,pDm8,1.2024984381515114,20.0,0,[],unavailable_same_type,,,,,,,
1827,pDm8,0.4394063204041642,14.0,0,[],unavailable_same_type,,,,,,,
1828,pDm8,0.9829351295194418,28.0,0,[],unavailable_same_type,,,,,,,
1829,pDm8,0.53682363756313,16.0,0,[],unavailable_same_type,,,,,,,
1830,pDm8,0.12146950350320639,33.0,0,[],unavailable_same_type,,,,,,,
1831,pDm8,0.2653396394307152,127.0,0,[],unavailable_same_type,,,,,,,
1832,pDm8,1.0765647379252863,3.0,0,[],unavailable_same_type,,,,,,,
1833,pDm8,0.3021537514875308,10.0,0,[],unavailable_same_type,,,,,,,
1834,pDm8,0.46860398698231176,8.0,0,[],unavailable_same_type,,,,,,,
1835,pDm8,1.7217029755681943,10.0,0,[],unavailable_same_type,,,,,,,
1836,pDm8,2.762885709335315,10.0,0,[],unavailable_same_type,,,,,,,
1837,pDm8,-0.5258366798306856,44.0,0,[],unavailable_same_type,,,,,,,
1838,pDm8,-0.8121940480390223,29.0,0,[],unavailable_same_type,,,,,,,
1839,pDm8,-0.7416060902012971,29.0,0,[],unavailable_same_type,,,,,,,
1840,pDm8,-0.8610360314927102,4.0,0,[],unavailable_same_type,,,,,,,
1841,pDm8,-0.14657586586505783,33.0,0,[],unavailable_same_type,,,,,,,
1842,pDm8,0.09769577370448543,17.0,0,[],unavailable_same_type,,,,,,,
1843,pDm8,0.12574874178103718,6.0,0,[],unavailable_same_type,,,,,,,
1844,pDm8,0.192255982335569,10.0,0,[],unavailable_same_type,,,,,,,
1845,pDm8,-0.7233207739399197,8.0,0,[],unavailable_same_type,,,,,,,
1846,pDm8,-0.5712141332555338,8.0,0,[],unavailable_same_type,,,,,,,
1847,pDm8,-0.21563710396524943,10.0,0,[],unavailable_same_type,,,,,,,
1848,pDm8,-0.2794478733764872,10.0,0,[],unavailable_same_type,,,,,,,
1849,pDm8,-0.0009365728782741375,33.0,0,[],unavailable_same_type,,,,,,,
1850,pDm8,-0.8461487566952847,13.0,0,[],unavailable_same_type,,,,,,,
1851,pDm8,-0.2185915495825857,5.0,0,[],unavailable_same_type,,,,,,,
1852,pDm8,-0.09154230001838996,16.0,0,[],unavailable_same_type,,,,,,,
1853,pDm8,0.21360809425472496,10.0,0,[],unavailable_same_type,,,,,,,
1854,pDm8,0.07006720644324509,32.0,0,[],unavailable_same_type,,,,,,,
1855,pDm8,0.04465680942970066,5.0,0,[],unavailable_same_type,,,,,,,
1856,pDm8,0.5133445700702193,6.0,0,[],unavailable_same_type,,,,,,,
1857,pDm8,0.47746208398336165,10.0,0,[],unavailable_same_type,,,,,,,
1858,pDm8,0.4919320113203541,132.0,0,[],unavailable_same_type,,,,,,,
1859,pDm8,0.155084490333985,22.0,0,[],unavailable_same_type,,,,,,,
1860,pDm8,-0.41001236644922734,44.0,0,[],unavailable_same_type,,,,,,,
1861,pDm8,-0.7059181947774629,43.0,0,[],unavailable_same_type,,,,,,,
1862,pDm8,0.009950052101344694,33.0,0,[],unavailable_same_type,,,,,,,
1863,pDm8,0.08448114624366461,6.0,0,[],unavailable_same_type,,,,,,,
1864,pDm8,-0.11837227605033032,16.0,0,[],unavailable_same_type,,,,,,,
1865,pDm8,-0.9714653978060331,13.0,0,[],unavailable_same_type,,,,,,,
1866,pDm8,0.9013148904274846,9.0,0,[],unavailable_same_type,,,,,,,
1867,pDm8,-0.5388476666023118,10.0,0,[],unavailable_same_type,,,,,,,
1868,pDm8,-0.9975121738891264,13.0,0,[],unavailable_same_type,,,,,,,
1869,pDm8,-0.74497365870959,10.0,0,[],unavailable_same_type,,,,,,,
1870,pDm8,-1.4065216675771128,3.0,0,[],unavailable_same_type,,,,,,,
1871,pDm8,0.5812806794502435,9.0,0,[],unavailable_same_type,,,,,,,
1872,pDm8,-0.036942422020546484,33.0,0,[],unavailable_same_type,,,,,,,
1873,pDm8,-0.28036788959522924,37.0,0,[],unavailable_same_type,,,,,,,
1874,pDm8,0.676030624492074,3.0,0,[],unavailable_same_type,,,,,,,
1875,pDm8,0.05738604266843118,18.0,0,[],unavailable_same_type,,,,,,,
1876,pDm8,-0.7853603128339909,5.0,0,[],unavailable_same_type,,,,,,,
1877,pDm8,-0.6472441589035473,12.0,0,[],unavailable_same_type,,,,,,,
1878,pDm8,-0.0903303845247345,10.0,0,[],unavailable_same_type,,,,,,,
1879,pDm8,-0.8095634275643271,10.0,0,[],unavailable_same_type,,,,,,,
1880,pDm8,-0.8059474390087445,27.0,0,[],unavailable_same_type,,,,,,,
1881,pDm8,-0.08304349463982705,27.0,0,[],unavailable_same_type,,,,,,,
