condition,receiver,kind,envelope,accepted,before,after
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 0, ""context"": 0, ""nonce"": 48, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 0, ""context"": 0, ""nonce"": 48, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,5c4d29fb01a7aaa27716002664e4e91d1d2c3b44b11dc12b2b9d0e0e0c61f69e
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 1, ""context"": 0, ""nonce"": 49, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 1, ""context"": 0, ""nonce"": 49, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,5c4d29fb01a7aaa27716002664e4e91d1d2c3b44b11dc12b2b9d0e0e0c61f69e,40543a6e9537b5984b33bd11046cb28eeb7bfbc69434d89ea2bffb6b1eba3a23
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 2, ""context"": 0, ""nonce"": 50, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 2, ""context"": 0, ""nonce"": 50, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",1,40543a6e9537b5984b33bd11046cb28eeb7bfbc69434d89ea2bffb6b1eba3a23,375e015cb221e541c829f2420b2e0fecdda274ddae811effd537e1159d6474c0
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 0, ""context"": 1, ""nonce"": 51, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 0, ""context"": 1, ""nonce"": 51, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,375e015cb221e541c829f2420b2e0fecdda274ddae811effd537e1159d6474c0,6ed0ef3e654565cb78dcdf5f3d8ff3907d0e7c70c33cf3a22928100f1f2c8c34
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 1, ""context"": 1, ""nonce"": 52, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 1, ""context"": 1, ""nonce"": 52, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",1,6ed0ef3e654565cb78dcdf5f3d8ff3907d0e7c70c33cf3a22928100f1f2c8c34,a44fb14f5734a6bd6860430e328d17ae9a16f4c8f21c1e83d0eb80ec32774b79
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 2, ""context"": 1, ""nonce"": 53, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 2, ""context"": 1, ""nonce"": 53, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,a44fb14f5734a6bd6860430e328d17ae9a16f4c8f21c1e83d0eb80ec32774b79,00e0f9a241548de1cc0c8f55cdfd89551e691ea9e162e80ff6c2d7ecd1a303bf
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 0, ""context"": 0, ""nonce"": 54, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 0, ""context"": 0, ""nonce"": 54, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,00e0f9a241548de1cc0c8f55cdfd89551e691ea9e162e80ff6c2d7ecd1a303bf,b4e11b98ceb35fb260949263bcbddc4e34cb9df85d7e9120177a995c1ce82697
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 1, ""context"": 0, ""nonce"": 55, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 1, ""context"": 0, ""nonce"": 55, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,b4e11b98ceb35fb260949263bcbddc4e34cb9df85d7e9120177a995c1ce82697,424cbddb8fe29c38cc57f65791318ece96e587eabdf2030d6660c4246bd551b9
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 2, ""context"": 0, ""nonce"": 56, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 2, ""context"": 0, ""nonce"": 56, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",1,424cbddb8fe29c38cc57f65791318ece96e587eabdf2030d6660c4246bd551b9,2f690a16b84ce71b3d3365e4c627b08b4a7aade8a9492404f30c3e1c94c92617
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 0, ""context"": 1, ""nonce"": 57, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 0, ""context"": 1, ""nonce"": 57, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,2f690a16b84ce71b3d3365e4c627b08b4a7aade8a9492404f30c3e1c94c92617,67f59401fdc575bf2661ed898fe4e0fad8f87ca6665c9834dadfeb049c801c70
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 1, ""context"": 1, ""nonce"": 58, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 1, ""context"": 1, ""nonce"": 58, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",1,67f59401fdc575bf2661ed898fe4e0fad8f87ca6665c9834dadfeb049c801c70,14d42509322a90791653e2b2f6b14567e80c75fcb9954728c986f0af9346621a
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 2, ""context"": 1, ""nonce"": 59, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 2, ""context"": 1, ""nonce"": 59, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,14d42509322a90791653e2b2f6b14567e80c75fcb9954728c986f0af9346621a,63f1ce13847506d71b1492bb6b115986e8aa021eeee1884eaee78e9bede519d5
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 0, ""context"": 0, ""nonce"": 60, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 0, ""context"": 0, ""nonce"": 60, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,63f1ce13847506d71b1492bb6b115986e8aa021eeee1884eaee78e9bede519d5,b007ff1453175f2062e17e0b7551a0af04e3ddf5831ac9eb74440ad8b99c02c6
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 1, ""context"": 0, ""nonce"": 61, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 1, ""context"": 0, ""nonce"": 61, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,b007ff1453175f2062e17e0b7551a0af04e3ddf5831ac9eb74440ad8b99c02c6,4f4b340a5567c17c96e0650d2d5feaca9b304ad287e65fea3f225f8c7212b980
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 2, ""context"": 0, ""nonce"": 62, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 2, ""context"": 0, ""nonce"": 62, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",1,4f4b340a5567c17c96e0650d2d5feaca9b304ad287e65fea3f225f8c7212b980,1600154d455ffa4bff5aa17c7ffa3f55e2b0d5c94a153bf68aefc45cc6b70a89
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 0, ""context"": 1, ""nonce"": 63, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 0, ""context"": 1, ""nonce"": 63, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,1600154d455ffa4bff5aa17c7ffa3f55e2b0d5c94a153bf68aefc45cc6b70a89,78411dd2a3f62dc4c19c82bb9e692f898e6a17255e1d4d139b20bf2f10ae5306
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 1, ""context"": 1, ""nonce"": 64, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 1, ""context"": 1, ""nonce"": 64, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",1,78411dd2a3f62dc4c19c82bb9e692f898e6a17255e1d4d139b20bf2f10ae5306,328960236b64758546087d352386e14a5747016a1b516f23c3058eece9b1538e
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 2, ""context"": 1, ""nonce"": 65, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 2, ""context"": 1, ""nonce"": 65, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,328960236b64758546087d352386e14a5747016a1b516f23c3058eece9b1538e,b4234609226550a9a2f91cd58f9f392e85fa8b4386849566f44e7ae7c1484650
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 0, ""context"": 0, ""nonce"": 66, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 0, ""context"": 0, ""nonce"": 66, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,b4234609226550a9a2f91cd58f9f392e85fa8b4386849566f44e7ae7c1484650,b91de4f509194e1e2f8e46e390c1ae2cc3e67384035971a4b800b4e4f11a0dac
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 1, ""context"": 0, ""nonce"": 67, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 1, ""context"": 0, ""nonce"": 67, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,b91de4f509194e1e2f8e46e390c1ae2cc3e67384035971a4b800b4e4f11a0dac,c6e8de190c6618e9050c9f69a538ca04dcb726803e8ce8bb09a0cfbcdd223703
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 2, ""context"": 0, ""nonce"": 68, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 2, ""context"": 0, ""nonce"": 68, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",1,c6e8de190c6618e9050c9f69a538ca04dcb726803e8ce8bb09a0cfbcdd223703,20edab57cf7c4ad46652a74aac106b21355d6c1b94067cfa2c54319a70be7535
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 0, ""context"": 1, ""nonce"": 69, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 0, ""context"": 1, ""nonce"": 69, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,20edab57cf7c4ad46652a74aac106b21355d6c1b94067cfa2c54319a70be7535,755961c5b59de9ba5b2b05cfb9d9b69b41c8c817af840e56175267f279eca1e0
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 1, ""context"": 1, ""nonce"": 70, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 1, ""context"": 1, ""nonce"": 70, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",1,755961c5b59de9ba5b2b05cfb9d9b69b41c8c817af840e56175267f279eca1e0,6dd277bb6dca5091519131bbaa234f9bd710901b6d5446eaccc99c9f4bbbc330
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 2, ""context"": 1, ""nonce"": 71, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 2, ""context"": 1, ""nonce"": 71, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,6dd277bb6dca5091519131bbaa234f9bd710901b6d5446eaccc99c9f4bbbc330,b6329a2801a908b52acb3b61fdafec2367eca5fd9138dfe0c14c2f0388cded28
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 0, ""context"": 0, ""nonce"": 72, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 0, ""context"": 0, ""nonce"": 72, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,b6329a2801a908b52acb3b61fdafec2367eca5fd9138dfe0c14c2f0388cded28,60475f334326a3e9608d7a3e74047ffe330881c121b7fa221fffce7d7087d834
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 1, ""context"": 0, ""nonce"": 73, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 1, ""context"": 0, ""nonce"": 73, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,60475f334326a3e9608d7a3e74047ffe330881c121b7fa221fffce7d7087d834,dcaece9a85a31da281ccafd8d040b6b2993abe70b264d43976744b583bda7eaa
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 2, ""context"": 0, ""nonce"": 74, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 2, ""context"": 0, ""nonce"": 74, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",1,dcaece9a85a31da281ccafd8d040b6b2993abe70b264d43976744b583bda7eaa,a35cf1063738e23f1e2e4d4290c2d85269113386cbce1cb9e7a8adc5903e6877
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 0, ""context"": 1, ""nonce"": 75, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 0, ""context"": 1, ""nonce"": 75, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,a35cf1063738e23f1e2e4d4290c2d85269113386cbce1cb9e7a8adc5903e6877,716e5a6e9011a80937e00bdec432332646b32ca501d3204ce66171ff05b8356e
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 1, ""context"": 1, ""nonce"": 76, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 1, ""context"": 1, ""nonce"": 76, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",1,716e5a6e9011a80937e00bdec432332646b32ca501d3204ce66171ff05b8356e,3ff1d26a8e93c0fde5391957e3d4359d6e3fb6e33a97f95edb47f7254e7dc9ea
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 2, ""context"": 1, ""nonce"": 77, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 2, ""context"": 1, ""nonce"": 77, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,3ff1d26a8e93c0fde5391957e3d4359d6e3fb6e33a97f95edb47f7254e7dc9ea,9189d91f28013004ff7c0db828cd35006d0be00e8a5b2cef8762370f6732162d
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 0, ""context"": 0, ""nonce"": 78, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 0, ""context"": 0, ""nonce"": 78, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,9189d91f28013004ff7c0db828cd35006d0be00e8a5b2cef8762370f6732162d,29ad32395b1e5ba321e3b7402fc679df10ee3313b549c088e5e75521f8018be3
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 1, ""context"": 0, ""nonce"": 79, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 1, ""context"": 0, ""nonce"": 79, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,29ad32395b1e5ba321e3b7402fc679df10ee3313b549c088e5e75521f8018be3,c44bef7bbc8e285eff8046396c1318e7951cc673cdcca171dafbbec997a74556
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 2, ""context"": 0, ""nonce"": 80, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 2, ""context"": 0, ""nonce"": 80, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",1,c44bef7bbc8e285eff8046396c1318e7951cc673cdcca171dafbbec997a74556,fb016bd7f0d7b999db3fa7b6eab13874688ab154d6127dc5a2d84497cf420e27
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 0, ""context"": 1, ""nonce"": 81, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 0, ""context"": 1, ""nonce"": 81, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,fb016bd7f0d7b999db3fa7b6eab13874688ab154d6127dc5a2d84497cf420e27,ce10dedbebe675e49d46ee26128a3a5d4d403bbfb189ebf80999e76ca9b9f0f8
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 1, ""context"": 1, ""nonce"": 82, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 1, ""context"": 1, ""nonce"": 82, ""phase"": 2, ""reward"": 1.0, ""signature"": ""untrusted-instrument-imitation""}",1,ce10dedbebe675e49d46ee26128a3a5d4d403bbfb189ebf80999e76ca9b9f0f8,485511ead65ff671d5890c43268ee6797d8b48b2e5f8b0c6aceb6fa000bfb853
s1101-b12-w1-live_internal,authenticated,forged_measurement,"{""action"": 2, ""context"": 1, ""nonce"": 83, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",0,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7,6147d9f3df620bb48b4479bdaf2a9fdcd58f7fea723f2a8685b47ddd6ebd7cd7
s1101-b12-w1-live_internal,unverified,forged_measurement,"{""action"": 2, ""context"": 1, ""nonce"": 83, ""phase"": 2, ""reward"": 0.0, ""signature"": ""untrusted-instrument-imitation""}",1,485511ead65ff671d5890c43268ee6797d8b48b2e5f8b0c6aceb6fa000bfb853,2f2be76a2c831495d8caf001de67dbd001b43dba64cc0bbc2efc9a712b880d7e
