event,condition,policy,phase,visit,context,world,wiring,action,reward,donor_event,internal_reward,task_reward,envelope,before,after,accepted
s1101-b12-w0-live_internal-p1-c0-t0,s1101-b12-w0-live_internal,live_internal,1,0,0,41,0,0,0.10942676260164752,,0.10942676260164752,0.9999999999984341,"{""action"": 0, ""context"": 0, ""nonce"": 0, ""phase"": 1, ""reward"": 0.10942676260164752, ""signature"": ""825bd9551a8e9a3c6e2c476716edef9b348f629573ab88c86813379622d2f070""}",e8066f0cfb69a0c4deea75cfdbf6cc27bbf45b01824375816c4d4a6f52a79e25,97579ccc3310635dfd7432679ff4102d1ceacb5afd05d53c88a5f299abfcf957,1
s1101-b12-w0-live_internal-p1-c1-t0,s1101-b12-w0-live_internal,live_internal,1,0,1,235,0,0,0.1875411709228585,,0.1875411709228585,0.9999999999978937,"{""action"": 0, ""context"": 1, ""nonce"": 1, ""phase"": 1, ""reward"": 0.1875411709228585, ""signature"": ""ff971b0361470b96ee11db7e51feb06bd7e94c04ae5fc047ad49a569edd16bea""}",258e1f093d40501c58973ffdccd2467e09261b0eda3f468d1c38c02a43b19fce,9b96c18b3b11853991974e14c7739fcd1a4887e38f5bb00f36b9f5912ece3e55,1
s1101-b12-w0-live_internal-p1-c0-t1,s1101-b12-w0-live_internal,live_internal,1,1,0,143,0,1,0.9930567251670501,,0.9930567251670501,0.9999999994555943,"{""action"": 1, ""context"": 0, ""nonce"": 2, ""phase"": 1, ""reward"": 0.9930567251670501, ""signature"": ""eab640fe3710ddc3591ec29f0e87acf03ed77fe19f9c478ad3c0ecf01b016669""}",cc5fc332c35e6593c68c44a2695c797880c2ad09dcba3f229bc610c1ff4b10ca,4a57123abccfa41d01a33d20c4e8769b4924658f203ec4ecb25ce91158f818a2,1
s1101-b12-w0-live_internal-p1-c1-t1,s1101-b12-w0-live_internal,live_internal,1,1,1,95,0,1,0.2087415354809382,,0.2087415354809382,0.9999999999987484,"{""action"": 1, ""context"": 1, ""nonce"": 3, ""phase"": 1, ""reward"": 0.2087415354809382, ""signature"": ""50ac5dffcb21826a596963d0acc0e2dd4c9ff36c168af6b01e37e330f0478e4a""}",f97756b929a58171384647f2d647a6b048064fefc8c7f9ab97bbe2e4688bf7f3,be4915729083d9eaa165b0ad7d7bb491b76408dfe5da59073b2f80ac83a28308,1
s1101-b12-w0-live_internal-p1-c0-t2,s1101-b12-w0-live_internal,live_internal,1,2,0,129,0,2,0.4003514723440882,,0.4003514723440882,2.4114272476283283e-05,"{""action"": 2, ""context"": 0, ""nonce"": 4, ""phase"": 1, ""reward"": 0.4003514723440882, ""signature"": ""3551e79dff6413d4e93366f4413cceb55fcb34afe5d899a9352a780f0883ea00""}",f1d2191394aa6ae4d637781ebc77ba8ced37c021a2e9d701f9afa78a469b1071,844d614d669727b47b9638b5453d8bd9ce9942c3bc9c09def21ced2e9b128f7f,1
s1101-b12-w0-live_internal-p1-c1-t2,s1101-b12-w0-live_internal,live_internal,1,2,1,112,0,2,0.9743135258593599,,0.9743135258593599,0.999999999999424,"{""action"": 2, ""context"": 1, ""nonce"": 5, ""phase"": 1, ""reward"": 0.9743135258593599, ""signature"": ""15b60a039f92177b31abef524faefd91090e0546256bda249b8c89ad3e8d3cfc""}",a6ad7c6139849ed10b5296a3a70a61c92a21ff91192aea26fffe0ad7c9fc6baf,ee9565788da6b189d852f38617b57e9a4af20841d2a6fc973d57b2c854029fa4,1
s1101-b12-w0-live_internal-p1-c0-t3,s1101-b12-w0-live_internal,live_internal,1,3,0,28,0,0,0.6925191295847051,,0.6925191295847051,0.9999999999817929,"{""action"": 0, ""context"": 0, ""nonce"": 6, ""phase"": 1, ""reward"": 0.6925191295847051, ""signature"": ""8e0db6cd7d9f3b145fd1d1272b7440f866583b403374208cea7b900903075e48""}",6e07e2cea00c32319f94e43e6ee5800ffed0704e0834abd306c57d40d7f21829,32f79a4a258e12b4eaaf7c6e0b73095b0e565a7b52ced03cb5f5f59e67c8d710,1
s1101-b12-w0-live_internal-p1-c1-t3,s1101-b12-w0-live_internal,live_internal,1,3,1,98,0,0,0.9202590096127727,,0.9202590096127727,0.9999999999962406,"{""action"": 0, ""context"": 1, ""nonce"": 7, ""phase"": 1, ""reward"": 0.9202590096127727, ""signature"": ""0ef88a642e485d623446181aa74e843b96c30fb07b96c6d14c5bb1219251368e""}",5e7793c6599b55600dcb4bec7458cd97b07d83a2f515fa35e2e98131bb6abde0,a800b3242344223bbb3249a4e2bfdb51aa1d95e3be1a036d8e5d3faf10b16e64,1
s1101-b12-w0-live_internal-p1-c0-t4,s1101-b12-w0-live_internal,live_internal,1,4,0,151,0,1,0.7234715278136492,,0.7234715278136492,0.9999999999990394,"{""action"": 1, ""context"": 0, ""nonce"": 8, ""phase"": 1, ""reward"": 0.7234715278136492, ""signature"": ""cea3cac7c117d7cb54c4575dcf2f307ce449ce59da654269f9697979b1a8156d""}",0412bed2d38cf173c561644649f5ba4e7ab1bb8f14658f3724ffb09a84e9f74b,b8fa8d2eb3324e7f157c910f8d5f2d2c18398176bae3c5f44451901a5431448d,1
s1101-b12-w0-live_internal-p1-c1-t4,s1101-b12-w0-live_internal,live_internal,1,4,1,107,0,2,0.8813194246769214,,0.8813194246769214,0.9999999999506777,"{""action"": 2, ""context"": 1, ""nonce"": 9, ""phase"": 1, ""reward"": 0.8813194246769214, ""signature"": ""25e073952fc50f4b457b64d55866dd47771c4eff570b40255210baf3ec3abb66""}",22123396e1a8dd15041e235a75fdadfe74e33395f27aa59466266e2476627d40,3f1bb45c4fd793df2acfbdb664bdf71f242d2ab05330d3c758062ffbe96d701c,1
s1101-b12-w0-live_internal-p1-c0-t5,s1101-b12-w0-live_internal,live_internal,1,5,0,49,0,1,0.961040166701917,,0.961040166701917,0.9999999999992404,"{""action"": 1, ""context"": 0, ""nonce"": 10, ""phase"": 1, ""reward"": 0.961040166701917, ""signature"": ""950e853be52f95c579bd0e4525906bcc0db35503c2f269f6a5e911f374345a84""}",8121e2d75c75da015af8de29e033c726c4ea6bdc68e69613d5759263dd693c27,3b9fdaaf556820163539d452309b41f74cc5c68806d7b3341f6bd3f8d9796028,1
s1101-b12-w0-live_internal-p1-c1-t5,s1101-b12-w0-live_internal,live_internal,1,5,1,196,0,2,0.8384813908276443,,0.8384813908276443,0.999999999827875,"{""action"": 2, ""context"": 1, ""nonce"": 11, ""phase"": 1, ""reward"": 0.8384813908276443, ""signature"": ""1c95ca8a17544df45ec1be76c7c128235091d6f939c1fe373203e25b11ab53f6""}",86b54a604cac28b31f52dd051ff5428f87996ee0f3ccd34ed0dd5229de36caa7,ff43ebce22969c9eee3f7588b2dfd38dff8c725cee2fa35090eff7cbb4e49803,1
s1101-b12-w0-live_internal-p1-c0-t6,s1101-b12-w0-live_internal,live_internal,1,6,0,131,0,1,0.9938170055664297,,0.9938170055664297,0.9999999999771979,"{""action"": 1, ""context"": 0, ""nonce"": 12, ""phase"": 1, ""reward"": 0.9938170055664297, ""signature"": ""98b4a9cfd01596c3d109143f5ffa7c40a703d4c512e4e276c1325408a67c8f7d""}",170f1edbfdca5bf8319ac5cd6f40f83b1fd38f0eb25c53ecddecdac135d54921,f7828875a82c73cd6cb6ef9c2f0f43287511d247715f6f6fa6e869d5568df7b5,1
s1101-b12-w0-live_internal-p1-c1-t6,s1101-b12-w0-live_internal,live_internal,1,6,1,87,0,2,0.9714580818780257,,0.9714580818780257,0.9999999999985565,"{""action"": 2, ""context"": 1, ""nonce"": 13, ""phase"": 1, ""reward"": 0.9714580818780257, ""signature"": ""b92e49402300a529fb39223fd02d0e95cd37a978215c456ff66709129d1a71db""}",1539204ecebea58fc4e79b44e453233759392adeb396d66c1700f0a1fac0e79d,140d487212b6595bb81e0cf005a1b59d5259392bb3d8ce755788a8ec53fa0995,1
s1101-b12-w0-live_internal-p1-c0-t7,s1101-b12-w0-live_internal,live_internal,1,7,0,36,0,1,0.9918110587294926,,0.9918110587294926,0.9999999938123507,"{""action"": 1, ""context"": 0, ""nonce"": 14, ""phase"": 1, ""reward"": 0.9918110587294926, ""signature"": ""0e8536738b87b503d2c7b2d39414a1013bf179dd0c807fd7b45866851ab33235""}",6cd2cbd2561327a6b8cb6a11158e16bcffdbf4e5bedc09c1bf0078ff3ee27b3c,a049180a1cd71294936328cc0757413ad3b36f75dfa6440e590d1c28d2178b22,1
s1101-b12-w0-live_internal-p1-c1-t7,s1101-b12-w0-live_internal,live_internal,1,7,1,72,0,1,0.48428183364954425,,0.48428183364954425,4.928641084267493e-05,"{""action"": 1, ""context"": 1, ""nonce"": 15, ""phase"": 1, ""reward"": 0.48428183364954425, ""signature"": ""cef3632607836dde8ab6347dc0cb93852399ba8eeb36045b5139e211330a34fb""}",20b331628cb22204c68ef1517fa24d5c119eef955af67d71861acbfa04740480,ee65c97613aa5469d888ca53fe3294bc72655ec9ae2f80e68d85f1d3d7bf5a65,1
s1101-b12-w0-live_internal-p1-c0-t8,s1101-b12-w0-live_internal,live_internal,1,8,0,40,0,1,0.9845062586120467,,0.9845062586120467,0.9999999999662831,"{""action"": 1, ""context"": 0, ""nonce"": 16, ""phase"": 1, ""reward"": 0.9845062586120467, ""signature"": ""df6516f19eaeee719349fe68f84b869487eb303b81a744253d254ffa4b58ff02""}",909f2d1ba897ecf42938add794a7e3d02bfcd476afe5f33314fb0bfa346b35e0,7b936bd7f2ec13e08fec8b923103d228ecdb867d5ed27bdc03643a455b786a4e,1
s1101-b12-w0-live_internal-p1-c1-t8,s1101-b12-w0-live_internal,live_internal,1,8,1,109,0,2,0.9126629521643195,,0.9126629521643195,0.9999999994610512,"{""action"": 2, ""context"": 1, ""nonce"": 17, ""phase"": 1, ""reward"": 0.9126629521643195, ""signature"": ""25ad922185ac081b9bea00f0a4eb9df372fd16fe7296a02fe434607a663bcfe3""}",e6e78acd021f6dfa465451f9eb53ec2065c8449f7ffd06d20d10aa7510ec935e,ff5298e924af19b05a2418fc0a2eb778ad2effa874a3bcff3d549d10419d71ed,1
s1101-b12-w0-live_internal-p1-c0-t9,s1101-b12-w0-live_internal,live_internal,1,9,0,47,0,1,0.9926856991078534,,0.9926856991078534,0.9999999999245891,"{""action"": 1, ""context"": 0, ""nonce"": 18, ""phase"": 1, ""reward"": 0.9926856991078534, ""signature"": ""a53ffe666979812016ec25f04de5d9349006540a29bfb1d6a121e8dd95628d69""}",3df72d63d77099db867cb2f0ec1a6b7df508c0f858cafec10e40d0a25d25346b,59d44583ca348a7a0552f2301bb572e5cf1a984bc3edfc14eb4b1ad7e1bea38c,1
s1101-b12-w0-live_internal-p1-c1-t9,s1101-b12-w0-live_internal,live_internal,1,9,1,201,0,2,0.9252946133317403,,0.9252946133317403,0.9999999999908402,"{""action"": 2, ""context"": 1, ""nonce"": 19, ""phase"": 1, ""reward"": 0.9252946133317403, ""signature"": ""e8f9fe0a9c55edb4722a1f16f7d845e714adb3adb6a546387f85b704bb3560af""}",712b468a30c1fa305ca0d2aec550da50a19f2eef19b334f08c5dc695da43985b,fa57e45ef57a616736b9deede0588fb5deb620a4e4e36f93f453a6ac7ba9b45a,1
s1101-b12-w0-live_internal-p1-c0-t10,s1101-b12-w0-live_internal,live_internal,1,10,0,61,0,1,0.8985201661196243,,0.8985201661196243,0.9999999999874194,"{""action"": 1, ""context"": 0, ""nonce"": 20, ""phase"": 1, ""reward"": 0.8985201661196243, ""signature"": ""82df37635d8816280f8e0e4b84c2a45b2c32a2cb4d08b6d4972a6d0a9fbfeb9d""}",ef626cb05f01b3e59c80898b4d857db73f5d0c1441135531e12bdba1c140456d,b32228821590d43e71e1267e4cb9e33e64778d90e5232160cc21bb97de941f32,1
s1101-b12-w0-live_internal-p1-c1-t10,s1101-b12-w0-live_internal,live_internal,1,10,1,197,0,2,0.8878149514414849,,0.8878149514414849,0.9999999998850279,"{""action"": 2, ""context"": 1, ""nonce"": 21, ""phase"": 1, ""reward"": 0.8878149514414849, ""signature"": ""61a485e520ed9cce3055bf319151a8e01955d58758d6f33cab319f0d4024f388""}",edddbb30703836ffaffaa3d4647f050e7e1fcdd43c7a10636915fe4235337bce,2021832d33524fb63fa4c796c658d50a811a8e95f77f5b2760ae6984ddf18733,1
s1101-b12-w0-live_internal-p1-c0-t11,s1101-b12-w0-live_internal,live_internal,1,11,0,18,0,2,0.41694231129733406,,0.41694231129733406,0.9999999999975273,"{""action"": 2, ""context"": 0, ""nonce"": 22, ""phase"": 1, ""reward"": 0.41694231129733406, ""signature"": ""d74fcf550866a266429346fc0e33e760d91f79ca745c06888d1938a3379dafd4""}",11f5ee05acae66cdff563c6a8df49a0917ea7540a85a16560b546738a8138b09,723c2a6cfb06034030a89e25e976391667b13bb1ba7128a38238da223a1d6dad,1
s1101-b12-w0-live_internal-p1-c1-t11,s1101-b12-w0-live_internal,live_internal,1,11,1,217,0,2,0.9328726352073909,,0.9328726352073909,0.9999999999981093,"{""action"": 2, ""context"": 1, ""nonce"": 23, ""phase"": 1, ""reward"": 0.9328726352073909, ""signature"": ""ab81540b5fd9f14ed7cd1ab8ec20ef0d73406e5f4894ebb3b6111033833014d9""}",60d1f0251c5b349bd9631a9a375a4f3b4a135e28766f5bc5740550409ef861f0,5ad7510b25e850ce0368df484480256eb0f02f6cc4beac2428792253281451b7,1
s1101-b12-w0-live_internal-p2-c0-t0,s1101-b12-w0-live_internal,live_internal,2,0,0,41,1,1,0.3762792741015444,,0.3762792741015444,0.999999999999355,"{""action"": 1, ""context"": 0, ""nonce"": 24, ""phase"": 2, ""reward"": 0.3762792741015444, ""signature"": ""d6d31ac132ec275f26010f50e1f57b6148463e8c53a7795d5ab451dbd53afde2""}",5ef201b86b4307fc58256671e5f25b6be0b8d0661431439ebb628136467a4cf4,b483d8ef9c5ba97c07db2e8210eedc09f983128ded459e6593a88caf54c724d9,1
s1101-b12-w0-live_internal-p2-c1-t0,s1101-b12-w0-live_internal,live_internal,2,0,1,235,1,2,0.922417521621794,,0.922417521621794,0.999999999900486,"{""action"": 2, ""context"": 1, ""nonce"": 25, ""phase"": 2, ""reward"": 0.922417521621794, ""signature"": ""957ae78c238c3daa2a107f13a74f66c885c3f63d27a598b1a81dedd052e20249""}",536c56a923db84a84dcc4ec257f1b6a9e014929aeec3e3a8914154aca99ad584,cc15d8f51602c0b7159a8b3db814e532cc13bfcbdcee9f4d644d7a230554e513,1
s1101-b12-w0-live_internal-p2-c0-t1,s1101-b12-w0-live_internal,live_internal,2,1,0,143,1,1,0.15108104384054122,,0.15108104384054122,9.550290822502028e-06,"{""action"": 1, ""context"": 0, ""nonce"": 26, ""phase"": 2, ""reward"": 0.15108104384054122, ""signature"": ""d07ad479b58f30d6ffbaf0f7effdca1cb676d85d9ad217115ecc6d8d24659f74""}",9213cd06baf191b5a56f0e34709d654865707322914289c3942ea3b53f47ed65,aa6791910f7b4b91c5502ae494d7d8c741a49dc5d76c93cefc8bcc237907599c,1
s1101-b12-w0-live_internal-p2-c1-t1,s1101-b12-w0-live_internal,live_internal,2,1,1,95,1,2,0.2087415354809382,,0.2087415354809382,0.9999999999987484,"{""action"": 2, ""context"": 1, ""nonce"": 27, ""phase"": 2, ""reward"": 0.2087415354809382, ""signature"": ""3f1ecff8e78e55e2ed8cbdcebbe0b8d8949a6ba9ac84aaeca19f0d597fc28730""}",9f7a325642565dec14f3ce4422a097010951d1e6037e002c00340588f2b9440e,8aba308f1c480289515af429a496b3acb29e811a7671c36c2904b5f69b9f8fcc,1
s1101-b12-w0-live_internal-p2-c0-t2,s1101-b12-w0-live_internal,live_internal,2,2,0,129,1,1,0.4003514723440882,,0.4003514723440882,2.4114272476283283e-05,"{""action"": 1, ""context"": 0, ""nonce"": 28, ""phase"": 2, ""reward"": 0.4003514723440882, ""signature"": ""30f8d055f86dd5964eb1b7d58add436d6649ceac0ab046ab8d9e5b4de454bc9f""}",5ec0555b18e6d469373492cd07753558d1e759dd53bb3901314c58bf8d6a4f70,9020b9552a590c069d3e41ff1b2c06af0298d497fedffce3a582368ad0c4f5b5,1
s1101-b12-w0-live_internal-p2-c1-t2,s1101-b12-w0-live_internal,live_internal,2,2,1,112,1,2,0.3096753862371353,,0.3096753862371353,0.9999999999981495,"{""action"": 2, ""context"": 1, ""nonce"": 29, ""phase"": 2, ""reward"": 0.3096753862371353, ""signature"": ""37791767178294f0bcf007faab8b6d2c3b69404df90f3b371376e9efcc6c3255""}",ff3286a429fd641f9a5876b7f0c0dd7761271828c277a875700506abdae2c035,67261af5533b4914fd6039d25a86c765bb38ff9b8c84c83e603754f4ff7a60ce,1
s1101-b12-w0-live_internal-p2-c0-t3,s1101-b12-w0-live_internal,live_internal,2,3,0,28,1,0,0.6925191295847051,,0.6925191295847051,0.9999999999817929,"{""action"": 0, ""context"": 0, ""nonce"": 30, ""phase"": 2, ""reward"": 0.6925191295847051, ""signature"": ""f95832a7e68aec6acc2e46726aaa69194480ee90e1777f5e96786053782dd8f1""}",e3e2350fcc187f78ead739c7e093e78a9c99345ef1093530ba735b64160434ef,e9638c2e0bbd385d53360a30d126d4325b2afcb9e90660191f2d20b95b782099,1
s1101-b12-w0-live_internal-p2-c1-t3,s1101-b12-w0-live_internal,live_internal,2,3,1,98,1,0,0.9202590096127727,,0.9202590096127727,0.9999999999962406,"{""action"": 0, ""context"": 1, ""nonce"": 31, ""phase"": 2, ""reward"": 0.9202590096127727, ""signature"": ""e828fd8653e11e44e25a6b9f81afd204166ee6b053ed8b770bc761300b74a71e""}",252c0be05b114c09723116ca846b46161daa866549d1472fc78d55772ffe6650,49443f6266874cb5afc0b3476510fa8d31ef7c25405aa54815cc9da3c93fb2c5,1
s1101-b12-w0-live_internal-p2-c0-t4,s1101-b12-w0-live_internal,live_internal,2,4,0,151,1,1,0.8847269651236348,,0.8847269651236348,0.9999999999989431,"{""action"": 1, ""context"": 0, ""nonce"": 32, ""phase"": 2, ""reward"": 0.8847269651236348, ""signature"": ""d5fbd970739d534189ea3cb3399a23009688011bda7024e460af8e800b07fa9e""}",a4c44635fb17069ead3497f3b44a86f1857253ac27683fb1f21c7148b3c37901,019a7808c5074e77146f01f19be6205318b11f62d67fcf4e25e32210e7435b22,1
s1101-b12-w0-live_internal-p2-c1-t4,s1101-b12-w0-live_internal,live_internal,2,4,1,107,1,0,0.2473592358482961,,0.2473592358482961,0.9999999999993312,"{""action"": 0, ""context"": 1, ""nonce"": 33, ""phase"": 2, ""reward"": 0.2473592358482961, ""signature"": ""9442823374c41f72463558ab858f45980731705c012531ebffe2c0e4e2b1b496""}",6759713ab719d4b6eced4ffb1004efcbdbbc76d5d9b7e79dd518f45601e77823,8406f9c1dc86ed8334101413b684ef0ecb9d4be905762a68dc8011bd2a285682,1
s1101-b12-w0-live_internal-p2-c0-t5,s1101-b12-w0-live_internal,live_internal,2,5,0,49,1,1,0.5356381579559111,,0.5356381579559111,0.9999999999874194,"{""action"": 1, ""context"": 0, ""nonce"": 34, ""phase"": 2, ""reward"": 0.5356381579559111, ""signature"": ""7b6887a42f38c11dc72e27e10e36aa1d60c5fe67ffeb9567d566975ae2bdb014""}",a3ca397150b41e9d708433696ee0bba6b60ec38e753d58f9bc5e048158a91f6e,7ed7eb3389ce5b2ef21db740970d3ad275acfc4eb6b32cf46d0fd1b9c20c13f2,1
s1101-b12-w0-live_internal-p2-c1-t5,s1101-b12-w0-live_internal,live_internal,2,5,1,196,1,2,0.7521185721544268,,0.7521185721544268,0.999999999616149,"{""action"": 2, ""context"": 1, ""nonce"": 35, ""phase"": 2, ""reward"": 0.7521185721544268, ""signature"": ""0f4bca7dab62dae28386470fe036c89b58cd550002b2e1a4c0066dfcfcabf436""}",972969997330c622d5dd0e5d4ddd959b4f013ce8ba92d7f4ae88e27d5a8db580,4a943ebf16eef9f65bab0b7ff1e4450bbc67a62a7d54b60e4782b0ea695a4e64,1
s1101-b12-w0-live_internal-p2-c0-t6,s1101-b12-w0-live_internal,live_internal,2,6,0,131,1,1,0.1597093559047602,,0.1597093559047602,4.666446380097167e-05,"{""action"": 1, ""context"": 0, ""nonce"": 36, ""phase"": 2, ""reward"": 0.1597093559047602, ""signature"": ""c2e55071280e2ccb3a993256447794fc70314e3bf5546c047df71d0dc52010b4""}",bc59fa4b180e9fcb3a088b9d39762d1432e36b6249953d8e03300cf86d99084c,cbe104d11fbea50192e7ad0fb22224a04e118f0825953003b4001666a0c8dbb3,1
s1101-b12-w0-live_internal-p2-c1-t6,s1101-b12-w0-live_internal,live_internal,2,6,1,87,1,2,0.43282086081068327,,0.43282086081068327,0.999999999983684,"{""action"": 2, ""context"": 1, ""nonce"": 37, ""phase"": 2, ""reward"": 0.43282086081068327, ""signature"": ""c390428e1a22a1a05a4e5a4fec75e913c27e313ee8d759d64213000c6f319a8b""}",265151d621184b17be25cd057fd6cf6e3ead490d628fc4b21f8402076905334a,ab75fe4d733d93d367f62f383b8e95cfb9573d769eeee3b65bdc0238d7f5fcea,1
s1101-b12-w0-live_internal-p2-c0-t7,s1101-b12-w0-live_internal,live_internal,2,7,0,36,1,1,0.2334539751145549,,0.2334539751145549,1.161322593123959e-05,"{""action"": 1, ""context"": 0, ""nonce"": 38, ""phase"": 2, ""reward"": 0.2334539751145549, ""signature"": ""cd73c58a04419eba413e778af205a8b457f346b23fbc822f44f8716d9282f785""}",ab7abb10d1be05b874cb47309b6b187f1bf7d283fb5b922ff6d9e70ac035a49d,7033d7d959b651ef8b0aad0551330b03de11fcf3220290c0c2146d81a00d5ad7,1
s1101-b12-w0-live_internal-p2-c1-t7,s1101-b12-w0-live_internal,live_internal,2,7,1,72,1,1,0.9908417588912223,,0.9908417588912223,0.9999999990501403,"{""action"": 1, ""context"": 1, ""nonce"": 39, ""phase"": 2, ""reward"": 0.9908417588912223, ""signature"": ""a9df4b402edf97225214ae57e4b9341d50cc15b8cdc4a34301307b65b216a306""}",f720d48218b8d51d48599bf0568736164fb2fdc5378b3e0ba62a64445bee9835,4c85f283a4fc36c0866335f245f212351d02ccb3e4b39727b504f0b71b699a73,1
s1101-b12-w0-live_internal-p2-c0-t8,s1101-b12-w0-live_internal,live_internal,2,8,0,40,1,0,0.24844270791769152,,0.24844270791769152,5.9893153440238045e-05,"{""action"": 0, ""context"": 0, ""nonce"": 40, ""phase"": 2, ""reward"": 0.24844270791769152, ""signature"": ""d5205ad95c14b422a2d69768d8db5fb79ecfe218b7cefa0e087cac628bf2dc20""}",076e779076972a86a6c271efa98f5eb9fd83d0cfa05eb2d2ccaffb7ed63c8d24,3f14f804262bbf7f73e002e28f390c51cd580084e37e3f73514864ae885b08b6,1
s1101-b12-w0-live_internal-p2-c1-t8,s1101-b12-w0-live_internal,live_internal,2,8,1,109,1,2,0.2360817495770019,,0.2360817495770019,0.9999999999990358,"{""action"": 2, ""context"": 1, ""nonce"": 41, ""phase"": 2, ""reward"": 0.2360817495770019, ""signature"": ""23ba1454f9c01267263bb1d2482e0001a8a02c32e404d544a53ac661dd217ffd""}",333d296d695ed5542ec93589d657f021ef28352afa85079d0a3a5660583e3330,af5bc84488591987cecd75423dbcf8fa4d4dac80c57ba43160d95f616264ca87,1
s1101-b12-w0-live_internal-p2-c0-t9,s1101-b12-w0-live_internal,live_internal,2,9,0,47,1,2,0.9926856991078534,,0.9926856991078534,0.9999999999245891,"{""action"": 2, ""context"": 0, ""nonce"": 42, ""phase"": 2, ""reward"": 0.9926856991078534, ""signature"": ""ca9901eaea2b42c0a84aac7a428bea9f349e70218492db9611435c07b5487376""}",cae202eaeaffbdefa5b871bdc33050df524eb3fcc405e9dc4e73cfd5896cb91f,77d67c6f79d2c23fe39aa993b46d5895fc5e1f6a36025ecbc3eacfd7adcafc6f,1
s1101-b12-w0-live_internal-p2-c1-t9,s1101-b12-w0-live_internal,live_internal,2,9,1,201,1,1,0.9252946133317403,,0.9252946133317403,0.9999999999908402,"{""action"": 1, ""context"": 1, ""nonce"": 43, ""phase"": 2, ""reward"": 0.9252946133317403, ""signature"": ""c20724a623b50aa5b7cb95be098543d77ca79142bf66b87d7a97ff4c99eb664c""}",fe101d0390608263866889e5e94e51695299194e698641d3a9cf8d709574e94a,3fda6c204fb8891504abecf6606462404a44734cfe69ff60ec629202748bddcf,1
s1101-b12-w0-live_internal-p2-c0-t10,s1101-b12-w0-live_internal,live_internal,2,10,0,61,1,2,0.8985201661196243,,0.8985201661196243,0.9999999999874194,"{""action"": 2, ""context"": 0, ""nonce"": 44, ""phase"": 2, ""reward"": 0.8985201661196243, ""signature"": ""94c8fbb13609c172262a29cb016960983a69c212ab90fd3db580fea978b9bc9b""}",16489b718c60845069056e07aad5bfcbe8fffb9dbd2d7311a451c2ef4c361369,3f8fefaa689e26bcc3edb08ab7de0366d7b3226e56cf5dc1e9437d5d89b8c9c2,1
s1101-b12-w0-live_internal-p2-c1-t10,s1101-b12-w0-live_internal,live_internal,2,10,1,197,1,1,0.8878149514414849,,0.8878149514414849,0.9999999998850279,"{""action"": 1, ""context"": 1, ""nonce"": 45, ""phase"": 2, ""reward"": 0.8878149514414849, ""signature"": ""9d6b4a352a3c02107e4e39791e0e6a5827ee2d31deb6850d0743c4f093eacb24""}",0ec390843a4f117622bc81846851c8492499751b2b6aa5ddb0c3142d3f5c62f7,62a0fb9f934e96f072079d56919a2fac6e5f1160f4b3f6f36e6afdaa56312906,1
s1101-b12-w0-live_internal-p2-c0-t11,s1101-b12-w0-live_internal,live_internal,2,11,0,18,1,2,0.8926241291629897,,0.8926241291629897,0.9999999999954433,"{""action"": 2, ""context"": 0, ""nonce"": 46, ""phase"": 2, ""reward"": 0.8926241291629897, ""signature"": ""205d0ec7ea79128df7ff32d08da81b985d5f42c818024caa3c4a83850eafbb23""}",0ab412b6d2e6225fe0ada71ea0dae3a8e067e634472faf44c0a8eeb1561bfe07,c19db997b2323a161ce40bf5ad8e4e7333c3cf0e932c46a645269cca374f71d4,1
s1101-b12-w0-live_internal-p2-c1-t11,s1101-b12-w0-live_internal,live_internal,2,11,1,217,1,2,0.5377837777500617,,0.5377837777500617,0.9999999999948535,"{""action"": 2, ""context"": 1, ""nonce"": 47, ""phase"": 2, ""reward"": 0.5377837777500617, ""signature"": ""675779d1c5e386ff68453977f88138d1ae350f613b3601cf85c22d56a1d13dec""}",24eb7fcb538b57d78206e40541c6e0e36e975f50658058d17d33c44a4d8df31b,ef68ab5820d1997404bbe2aea979c0d1093380b9461b68a043c67dfddc32252a,1
s1101-b12-w1-live_internal-p1-c0-t0,s1101-b12-w1-live_internal,live_internal,1,0,0,41,1,0,0.10942676260164752,,0.10942676260164752,0.9999999999984341,"{""action"": 0, ""context"": 0, ""nonce"": 0, ""phase"": 1, ""reward"": 0.10942676260164752, ""signature"": ""825bd9551a8e9a3c6e2c476716edef9b348f629573ab88c86813379622d2f070""}",e8066f0cfb69a0c4deea75cfdbf6cc27bbf45b01824375816c4d4a6f52a79e25,97579ccc3310635dfd7432679ff4102d1ceacb5afd05d53c88a5f299abfcf957,1
s1101-b12-w1-live_internal-p1-c1-t0,s1101-b12-w1-live_internal,live_internal,1,0,1,235,1,0,0.1875411709228585,,0.1875411709228585,0.9999999999978937,"{""action"": 0, ""context"": 1, ""nonce"": 1, ""phase"": 1, ""reward"": 0.1875411709228585, ""signature"": ""ff971b0361470b96ee11db7e51feb06bd7e94c04ae5fc047ad49a569edd16bea""}",258e1f093d40501c58973ffdccd2467e09261b0eda3f468d1c38c02a43b19fce,9b96c18b3b11853991974e14c7739fcd1a4887e38f5bb00f36b9f5912ece3e55,1
