parameters,modules,protocol,context,cell,title,odor,stage,nativeFigure,native,local,errorHz
March 2023,3,fitting_script,0,0,DAN-\gamma1pedc,0,0,april-3modules-attractive.fig,-2.748877275921507,-2.748877275921507,0.0
March 2023,3,fitting_script,0,0,DAN-\gamma1pedc,0,1,april-3modules-attractive.fig,-0.6624070579845333,-0.6624070579845333,0.0
March 2023,3,fitting_script,0,0,DAN-\gamma1pedc,0,2,april-3modules-attractive.fig,-0.45697702685541647,-0.45697702685541647,0.0
March 2023,3,fitting_script,0,0,DAN-\gamma1pedc,0,3,april-3modules-attractive.fig,-2.4962385543591097,-2.4962385543591097,0.0
March 2023,3,fitting_script,0,0,DAN-\gamma1pedc,0,4,april-3modules-attractive.fig,-2.7445431246299177,-2.7445431246299177,0.0
March 2023,3,fitting_script,0,0,DAN-\gamma1pedc,0,5,april-3modules-attractive.fig,-2.748877275921507,-2.748877275921507,0.0
March 2023,3,fitting_script,0,0,DAN-\gamma1pedc,1,0,april-3modules-attractive.fig,-2.748877275921507,-2.748877275921507,0.0
March 2023,3,fitting_script,0,0,DAN-\gamma1pedc,1,1,april-3modules-attractive.fig,-1.1334391465749625,-1.1334391465749625,0.0
March 2023,3,fitting_script,0,0,DAN-\gamma1pedc,1,2,april-3modules-attractive.fig,-1.1380703890841386,-1.1380703890841386,0.0
March 2023,3,fitting_script,0,0,DAN-\gamma1pedc,1,3,april-3modules-attractive.fig,-2.7832404575096596,-2.7832404575096596,0.0
March 2023,3,fitting_script,0,0,DAN-\gamma1pedc,1,4,april-3modules-attractive.fig,-2.7530587586204907,-2.7530587586204907,0.0
March 2023,3,fitting_script,0,0,DAN-\gamma1pedc,1,5,april-3modules-attractive.fig,-2.748877275921507,-2.748877275921507,0.0
March 2023,3,fitting_script,0,1,DAN-\alpha'2\alpha2,0,0,april-3modules-attractive.fig,-3.7251921929958547,-3.7251921929958547,0.0
March 2023,3,fitting_script,0,1,DAN-\alpha'2\alpha2,0,1,april-3modules-attractive.fig,0.2184401649205563,0.2184401649205563,0.0
March 2023,3,fitting_script,0,1,DAN-\alpha'2\alpha2,0,2,april-3modules-attractive.fig,0.6191468045715351,0.6191468045715351,0.0
March 2023,3,fitting_script,0,1,DAN-\alpha'2\alpha2,0,3,april-3modules-attractive.fig,-3.16441143006076,-3.16441143006076,0.0
March 2023,3,fitting_script,0,1,DAN-\alpha'2\alpha2,0,4,april-3modules-attractive.fig,-3.647419542566643,-3.647419542566643,0.0
March 2023,3,fitting_script,0,1,DAN-\alpha'2\alpha2,0,5,april-3modules-attractive.fig,-3.655872783995815,-3.655872783995815,0.0
March 2023,3,fitting_script,0,1,DAN-\alpha'2\alpha2,1,0,april-3modules-attractive.fig,-3.7251921929958547,-3.7251921929958547,0.0
March 2023,3,fitting_script,0,1,DAN-\alpha'2\alpha2,1,1,april-3modules-attractive.fig,-1.043630755120888,-1.043630755120888,0.0
March 2023,3,fitting_script,0,1,DAN-\alpha'2\alpha2,1,2,april-3modules-attractive.fig,-0.9309317630042055,-0.9309317630042055,0.0
March 2023,3,fitting_script,0,1,DAN-\alpha'2\alpha2,1,3,april-3modules-attractive.fig,-3.724795349844052,-3.724795349844052,0.0
March 2023,3,fitting_script,0,1,DAN-\alpha'2\alpha2,1,4,april-3modules-attractive.fig,-3.664044853049942,-3.664044853049942,0.0
March 2023,3,fitting_script,0,1,DAN-\alpha'2\alpha2,1,5,april-3modules-attractive.fig,-3.655872783995815,-3.655872783995815,0.0
March 2023,3,fitting_script,0,2,DAN-\alpha3,0,0,april-3modules-attractive.fig,-4.4661441106812845,-4.4661441106812845,0.0
March 2023,3,fitting_script,0,2,DAN-\alpha3,0,1,april-3modules-attractive.fig,2.6373742718560296,2.6373742718560296,0.0
March 2023,3,fitting_script,0,2,DAN-\alpha3,0,2,april-3modules-attractive.fig,4.658729988282321,4.658729988282321,0.0
March 2023,3,fitting_script,0,2,DAN-\alpha3,0,3,april-3modules-attractive.fig,-2.0715692671517933,-2.0715692671517933,0.0
March 2023,3,fitting_script,0,2,DAN-\alpha3,0,4,april-3modules-attractive.fig,-4.423555690603486,-4.423555690603486,0.0
March 2023,3,fitting_script,0,2,DAN-\alpha3,0,5,april-3modules-attractive.fig,-4.466144112037361,-4.466144112037361,0.0
March 2023,3,fitting_script,0,2,DAN-\alpha3,1,0,april-3modules-attractive.fig,-4.4661441106812845,-4.4661441106812845,0.0
March 2023,3,fitting_script,0,2,DAN-\alpha3,1,1,april-3modules-attractive.fig,-2.762043162796476,-2.762043162796476,0.0
March 2023,3,fitting_script,0,2,DAN-\alpha3,1,2,april-3modules-attractive.fig,-2.8341755377227456,-2.8341755377227456,0.0
March 2023,3,fitting_script,0,2,DAN-\alpha3,1,3,april-3modules-attractive.fig,-4.934381291483456,-4.934381291483456,0.0
March 2023,3,fitting_script,0,2,DAN-\alpha3,1,4,april-3modules-attractive.fig,-4.508371679052962,-4.508371679052962,0.0
March 2023,3,fitting_script,0,2,DAN-\alpha3,1,5,april-3modules-attractive.fig,-4.466144098401138,-4.466144098401138,0.0
March 2023,3,fitting_script,0,3,MBON-\gamma1pedc>\alpha/\beta,0,0,april-3modules-attractive.fig,22.616771718430968,22.616771718430968,0.0
March 2023,3,fitting_script,0,3,MBON-\gamma1pedc>\alpha/\beta,0,1,april-3modules-attractive.fig,-2.511474081579827,-2.511474081579827,0.0
March 2023,3,fitting_script,0,3,MBON-\gamma1pedc>\alpha/\beta,0,2,april-3modules-attractive.fig,-7.8196756271528365,-7.8196756271528365,0.0
March 2023,3,fitting_script,0,3,MBON-\gamma1pedc>\alpha/\beta,0,3,april-3modules-attractive.fig,16.28445304664917,16.28445304664917,0.0
March 2023,3,fitting_script,0,3,MBON-\gamma1pedc>\alpha/\beta,0,4,april-3modules-attractive.fig,22.504903965911538,22.504903965911538,0.0
March 2023,3,fitting_script,0,3,MBON-\gamma1pedc>\alpha/\beta,0,5,april-3modules-attractive.fig,22.616771718430968,22.616771718430968,0.0
March 2023,3,fitting_script,0,3,MBON-\gamma1pedc>\alpha/\beta,1,0,april-3modules-attractive.fig,22.616771718430968,22.616771718430968,0.0
March 2023,3,fitting_script,0,3,MBON-\gamma1pedc>\alpha/\beta,1,1,april-3modules-attractive.fig,11.299031189413235,11.299031189413235,0.0
March 2023,3,fitting_script,0,3,MBON-\gamma1pedc>\alpha/\beta,1,2,april-3modules-attractive.fig,11.475647268440824,11.475647268440824,0.0
March 2023,3,fitting_script,0,3,MBON-\gamma1pedc>\alpha/\beta,1,3,april-3modules-attractive.fig,23.783651758485476,23.783651758485476,0.0
March 2023,3,fitting_script,0,3,MBON-\gamma1pedc>\alpha/\beta,1,4,april-3modules-attractive.fig,22.72714152318902,22.72714152318902,0.0
March 2023,3,fitting_script,0,3,MBON-\gamma1pedc>\alpha/\beta,1,5,april-3modules-attractive.fig,22.616771718430968,22.616771718430968,0.0
March 2023,3,fitting_script,0,4,MBON-\alpha2sc,0,0,april-3modules-attractive.fig,8.452033193768223,8.452033193768223,0.0
March 2023,3,fitting_script,0,4,MBON-\alpha2sc,0,1,april-3modules-attractive.fig,8.899999999999999,8.899999999999999,0.0
March 2023,3,fitting_script,0,4,MBON-\alpha2sc,0,2,april-3modules-attractive.fig,8.899999999999999,8.899999999999999,0.0
March 2023,3,fitting_script,0,4,MBON-\alpha2sc,0,3,april-3modules-attractive.fig,8.899999999999999,8.899999999999999,0.0
March 2023,3,fitting_script,0,4,MBON-\alpha2sc,0,4,april-3modules-attractive.fig,8.899999999999999,8.899999999999999,0.0
March 2023,3,fitting_script,0,4,MBON-\alpha2sc,0,5,april-3modules-attractive.fig,8.899999999999999,8.899999999999999,0.0
March 2023,3,fitting_script,0,4,MBON-\alpha2sc,1,0,april-3modules-attractive.fig,8.452033193768223,8.452033193768223,0.0
March 2023,3,fitting_script,0,4,MBON-\alpha2sc,1,1,april-3modules-attractive.fig,6.753503299955831,6.753503299955831,0.0
March 2023,3,fitting_script,0,4,MBON-\alpha2sc,1,2,april-3modules-attractive.fig,7.542682227356668,7.542682227356668,0.0
March 2023,3,fitting_script,0,4,MBON-\alpha2sc,1,3,april-3modules-attractive.fig,8.899999999999999,8.899999999999999,0.0
March 2023,3,fitting_script,0,4,MBON-\alpha2sc,1,4,april-3modules-attractive.fig,8.899999999999999,8.899999999999999,0.0
March 2023,3,fitting_script,0,4,MBON-\alpha2sc,1,5,april-3modules-attractive.fig,8.899999999999999,8.899999999999999,0.0
March 2023,3,fitting_script,0,5,MBON-\alpha3,0,0,april-3modules-attractive.fig,14.531713112850106,14.531713112850106,0.0
March 2023,3,fitting_script,0,5,MBON-\alpha3,0,1,april-3modules-attractive.fig,2.444303694075959,2.444303694075959,0.0
March 2023,3,fitting_script,0,5,MBON-\alpha3,0,2,april-3modules-attractive.fig,-7.809575504729207,-7.809575504729207,0.0
March 2023,3,fitting_script,0,5,MBON-\alpha3,0,3,april-3modules-attractive.fig,-4.6780162586415495,-4.6780162586415495,0.0
March 2023,3,fitting_script,0,5,MBON-\alpha3,0,4,april-3modules-attractive.fig,8.878504830954409,8.878504830954409,0.0
March 2023,3,fitting_script,0,5,MBON-\alpha3,0,5,april-3modules-attractive.fig,13.434840334028223,13.434840334028223,0.0
March 2023,3,fitting_script,0,5,MBON-\alpha3,1,0,april-3modules-attractive.fig,14.531713112850106,14.531713112850106,0.0
March 2023,3,fitting_script,0,5,MBON-\alpha3,1,1,april-3modules-attractive.fig,12.970037304420622,12.970037304420622,0.0
March 2023,3,fitting_script,0,5,MBON-\alpha3,1,2,april-3modules-attractive.fig,16.214690997945176,16.214690997945176,0.0
March 2023,3,fitting_script,0,5,MBON-\alpha3,1,3,april-3modules-attractive.fig,19.96,19.96,0.0
March 2023,3,fitting_script,0,5,MBON-\alpha3,1,4,april-3modules-attractive.fig,19.96,19.96,0.0
March 2023,3,fitting_script,0,5,MBON-\alpha3,1,5,april-3modules-attractive.fig,19.96,19.96,0.0
March 2023,3,fitting_script,1,0,DAN-\gamma1pedc,0,0,april-3modules-repulsive.fig,3.712322602999974,3.712322602999974,0.0
March 2023,3,fitting_script,1,0,DAN-\gamma1pedc,0,1,april-3modules-repulsive.fig,2.2158437585224466,2.2158437585224466,0.0
March 2023,3,fitting_script,1,0,DAN-\gamma1pedc,0,2,april-3modules-repulsive.fig,2.434182789996066,2.434182789996066,0.0
March 2023,3,fitting_script,1,0,DAN-\gamma1pedc,0,3,april-3modules-repulsive.fig,4.045271413065434,4.045271413065434,0.0
March 2023,3,fitting_script,1,0,DAN-\gamma1pedc,0,4,april-3modules-repulsive.fig,3.726437891466734,3.726437891466734,0.0
March 2023,3,fitting_script,1,0,DAN-\gamma1pedc,0,5,april-3modules-repulsive.fig,3.712322602999974,3.712322602999974,0.0
March 2023,3,fitting_script,1,0,DAN-\gamma1pedc,1,0,april-3modules-repulsive.fig,3.712322602999974,3.712322602999974,0.0
March 2023,3,fitting_script,1,0,DAN-\gamma1pedc,1,1,april-3modules-repulsive.fig,1.530694658438212,1.530694658438212,0.0
March 2023,3,fitting_script,1,0,DAN-\gamma1pedc,1,2,april-3modules-repulsive.fig,1.5369490905285006,1.5369490905285006,0.0
March 2023,3,fitting_script,1,0,DAN-\gamma1pedc,1,3,april-3modules-repulsive.fig,3.7587296277289797,3.7587296277289797,0.0
March 2023,3,fitting_script,1,0,DAN-\gamma1pedc,1,4,april-3modules-repulsive.fig,3.7179696403826403,3.7179696403826403,0.0
March 2023,3,fitting_script,1,0,DAN-\gamma1pedc,1,5,april-3modules-repulsive.fig,3.712322602999974,3.712322602999974,0.0
March 2023,3,fitting_script,1,1,DAN-\alpha'2\alpha2,0,0,april-3modules-repulsive.fig,2.233236853685896,2.233236853685896,0.0
March 2023,3,fitting_script,1,1,DAN-\alpha'2\alpha2,0,1,april-3modules-repulsive.fig,2.5025591556346374,2.5025591556346374,0.0
March 2023,3,fitting_script,1,1,DAN-\alpha'2\alpha2,0,2,april-3modules-repulsive.fig,2.703680405528713,2.703680405528713,0.0
March 2023,3,fitting_script,1,1,DAN-\alpha'2\alpha2,0,3,april-3modules-repulsive.fig,1.6560455160046117,1.6560455160046117,0.0
March 2023,3,fitting_script,1,1,DAN-\alpha'2\alpha2,0,4,april-3modules-repulsive.fig,1.6439665488216804,1.6439665488216804,0.0
March 2023,3,fitting_script,1,1,DAN-\alpha'2\alpha2,0,5,april-3modules-repulsive.fig,1.5926164691346538,1.5926164691346538,0.0
March 2023,3,fitting_script,1,1,DAN-\alpha'2\alpha2,1,0,april-3modules-repulsive.fig,2.233236853685896,2.233236853685896,0.0
March 2023,3,fitting_script,1,1,DAN-\alpha'2\alpha2,1,1,april-3modules-repulsive.fig,0.8355824076508855,0.8355824076508855,0.0
March 2023,3,fitting_script,1,1,DAN-\alpha'2\alpha2,1,2,april-3modules-repulsive.fig,0.7465915694833354,0.7465915694833354,0.0
March 2023,3,fitting_script,1,1,DAN-\alpha'2\alpha2,1,3,april-3modules-repulsive.fig,1.5577797650797467,1.5577797650797467,0.0
March 2023,3,fitting_script,1,1,DAN-\alpha'2\alpha2,1,4,april-3modules-repulsive.fig,1.88261519470832,1.88261519470832,0.0
March 2023,3,fitting_script,1,1,DAN-\alpha'2\alpha2,1,5,april-3modules-repulsive.fig,1.7620145721147968,1.7620145721147968,0.0
March 2023,3,fitting_script,1,2,DAN-\alpha3,0,0,april-3modules-repulsive.fig,3.5804984307050383,3.5804984307050383,0.0
March 2023,3,fitting_script,1,2,DAN-\alpha3,0,1,april-3modules-repulsive.fig,8.610251528136853,8.610251528136853,0.0
March 2023,3,fitting_script,1,2,DAN-\alpha3,0,2,april-3modules-repulsive.fig,10.82094261233711,10.82094261233711,0.0
March 2023,3,fitting_script,1,2,DAN-\alpha3,0,3,april-3modules-repulsive.fig,7.0740444867151115,7.0740444867151115,0.0
March 2023,3,fitting_script,1,2,DAN-\alpha3,0,4,april-3modules-repulsive.fig,3.7219313798175033,3.7219313798175033,0.0
March 2023,3,fitting_script,1,2,DAN-\alpha3,0,5,april-3modules-repulsive.fig,3.580498387874366,3.580498387874366,0.0
March 2023,3,fitting_script,1,2,DAN-\alpha3,1,0,april-3modules-repulsive.fig,3.5804984307050383,3.5804984307050383,0.0
March 2023,3,fitting_script,1,2,DAN-\alpha3,1,1,april-3modules-repulsive.fig,2.817968092853534,2.817968092853534,0.0
March 2023,3,fitting_script,1,2,DAN-\alpha3,1,2,april-3modules-repulsive.fig,2.9181637058639485,2.9181637058639485,0.0
March 2023,3,fitting_script,1,2,DAN-\alpha3,1,3,april-3modules-repulsive.fig,4.226322686566892,4.226322686566892,0.0
March 2023,3,fitting_script,1,2,DAN-\alpha3,1,4,april-3modules-repulsive.fig,3.6375882525867755,3.6375882525867755,0.0
March 2023,3,fitting_script,1,2,DAN-\alpha3,1,5,april-3modules-repulsive.fig,3.5804984090916054,3.5804984090916054,0.0
March 2023,3,fitting_script,1,3,MBON-\gamma1pedc>\alpha/\beta,0,0,april-3modules-repulsive.fig,22.616771718430968,22.616771718430968,0.0
March 2023,3,fitting_script,1,3,MBON-\gamma1pedc>\alpha/\beta,0,1,april-3modules-repulsive.fig,-9.663867648278423,-9.663867648278423,0.0
March 2023,3,fitting_script,1,3,MBON-\gamma1pedc>\alpha/\beta,0,2,april-3modules-repulsive.fig,-15.49092422156896,-15.49092422156896,0.0
March 2023,3,fitting_script,1,3,MBON-\gamma1pedc>\alpha/\beta,0,3,april-3modules-repulsive.fig,13.292900307986237,13.292900307986237,0.0
March 2023,3,fitting_script,1,3,MBON-\gamma1pedc>\alpha/\beta,0,4,april-3modules-repulsive.fig,22.24537473091931,22.24537473091931,0.0
March 2023,3,fitting_script,1,3,MBON-\gamma1pedc>\alpha/\beta,0,5,april-3modules-repulsive.fig,22.616771718430968,22.616771718430968,0.0
March 2023,3,fitting_script,1,3,MBON-\gamma1pedc>\alpha/\beta,1,0,april-3modules-repulsive.fig,22.616771718430968,22.616771718430968,0.0
March 2023,3,fitting_script,1,3,MBON-\gamma1pedc>\alpha/\beta,1,1,april-3modules-repulsive.fig,4.524594070607634,4.524594070607634,0.0
March 2023,3,fitting_script,1,3,MBON-\gamma1pedc>\alpha/\beta,1,2,april-3modules-repulsive.fig,4.225740701866826,4.225740701866826,0.0
March 2023,3,fitting_script,1,3,MBON-\gamma1pedc>\alpha/\beta,1,3,april-3modules-repulsive.fig,20.748624526805088,20.748624526805088,0.0
March 2023,3,fitting_script,1,3,MBON-\gamma1pedc>\alpha/\beta,1,4,april-3modules-repulsive.fig,22.46637295183114,22.46637295183114,0.0
March 2023,3,fitting_script,1,3,MBON-\gamma1pedc>\alpha/\beta,1,5,april-3modules-repulsive.fig,22.616771718430968,22.616771718430968,0.0
March 2023,3,fitting_script,1,4,MBON-\alpha2sc,0,0,april-3modules-repulsive.fig,8.452033193768223,8.452033193768223,0.0
March 2023,3,fitting_script,1,4,MBON-\alpha2sc,0,1,april-3modules-repulsive.fig,4.683382783548268,4.683382783548266,-1.7763568394002505e-15
March 2023,3,fitting_script,1,4,MBON-\alpha2sc,0,2,april-3modules-repulsive.fig,3.1843061604744207,3.1843061604744207,0.0
March 2023,3,fitting_script,1,4,MBON-\alpha2sc,0,3,april-3modules-repulsive.fig,0.3043025880200467,0.3043025880200467,0.0
March 2023,3,fitting_script,1,4,MBON-\alpha2sc,0,4,april-3modules-repulsive.fig,4.464836654559431,4.464836654559431,0.0
March 2023,3,fitting_script,1,4,MBON-\alpha2sc,0,5,april-3modules-repulsive.fig,4.31211521388143,4.31211521388143,0.0
March 2023,3,fitting_script,1,4,MBON-\alpha2sc,1,0,april-3modules-repulsive.fig,8.452033193768223,8.452033193768223,0.0
March 2023,3,fitting_script,1,4,MBON-\alpha2sc,1,1,april-3modules-repulsive.fig,1.292681348281219,1.292681348281219,0.0
March 2023,3,fitting_script,1,4,MBON-\alpha2sc,1,2,april-3modules-repulsive.fig,0.5923091189046552,0.5923091189046552,0.0
March 2023,3,fitting_script,1,4,MBON-\alpha2sc,1,3,april-3modules-repulsive.fig,3.276843564708324,3.276843564708324,0.0
March 2023,3,fitting_script,1,4,MBON-\alpha2sc,1,4,april-3modules-repulsive.fig,6.113909717023288,6.113909717023288,0.0
March 2023,3,fitting_script,1,4,MBON-\alpha2sc,1,5,april-3modules-repulsive.fig,5.406826323921223,5.406826323921223,0.0
March 2023,3,fitting_script,1,5,MBON-\alpha3,0,0,april-3modules-repulsive.fig,14.531713112850106,14.531713112850106,0.0
March 2023,3,fitting_script,1,5,MBON-\alpha3,0,1,april-3modules-repulsive.fig,-11.2,-11.2,0.0
March 2023,3,fitting_script,1,5,MBON-\alpha3,0,2,april-3modules-repulsive.fig,-11.2,-11.2,0.0
March 2023,3,fitting_script,1,5,MBON-\alpha3,0,3,april-3modules-repulsive.fig,-11.2,-11.2,0.0
March 2023,3,fitting_script,1,5,MBON-\alpha3,0,4,april-3modules-repulsive.fig,-4.277625711066305,-4.277625711066305,0.0
March 2023,3,fitting_script,1,5,MBON-\alpha3,0,5,april-3modules-repulsive.fig,-1.8235481175721695,-1.8235481175721695,0.0
March 2023,3,fitting_script,1,5,MBON-\alpha3,1,0,april-3modules-repulsive.fig,14.531713112850106,14.531713112850106,0.0
March 2023,3,fitting_script,1,5,MBON-\alpha3,1,1,april-3modules-repulsive.fig,-1.5448412808169714,-1.5448412808169714,0.0
March 2023,3,fitting_script,1,5,MBON-\alpha3,1,2,april-3modules-repulsive.fig,-5.019009670364469,-5.019009670364469,0.0
March 2023,3,fitting_script,1,5,MBON-\alpha3,1,3,april-3modules-repulsive.fig,-1.1196690463373926,-1.1196690463373926,0.0
March 2023,3,fitting_script,1,5,MBON-\alpha3,1,4,april-3modules-repulsive.fig,7.997196265791043,7.997196265791043,0.0
March 2023,3,fitting_script,1,5,MBON-\alpha3,1,5,april-3modules-repulsive.fig,7.234540077752946,7.234540077752946,0.0
March 2023,3,figure_5c_script,0,0,DAN-\gamma1pedc,0,0,april-3modules-attractive.fig,-2.748877275921507,-2.748877275921507,0.0
March 2023,3,figure_5c_script,0,0,DAN-\gamma1pedc,0,1,april-3modules-attractive.fig,-0.6624070579845333,-0.8818143161428568,-0.21940725815832351
March 2023,3,figure_5c_script,0,0,DAN-\gamma1pedc,0,2,april-3modules-attractive.fig,-0.45697702685541647,-0.6468852782338834,-0.18990825137846695
March 2023,3,figure_5c_script,0,0,DAN-\gamma1pedc,0,3,april-3modules-attractive.fig,-2.4962385543591097,-2.4364433227513573,0.05979523160775235
March 2023,3,figure_5c_script,0,0,DAN-\gamma1pedc,0,4,april-3modules-attractive.fig,-2.7445431246299177,-2.7430398387854478,0.0015032858444699038
March 2023,3,figure_5c_script,0,0,DAN-\gamma1pedc,0,5,april-3modules-attractive.fig,-2.748877275921507,-2.748877275921507,0.0
March 2023,3,figure_5c_script,0,0,DAN-\gamma1pedc,1,0,april-3modules-attractive.fig,-2.748877275921507,-2.748877275921507,0.0
March 2023,3,figure_5c_script,0,0,DAN-\gamma1pedc,1,1,april-3modules-attractive.fig,-1.1334391465749625,-1.4848125933241891,-0.35137344674922666
March 2023,3,figure_5c_script,0,0,DAN-\gamma1pedc,1,2,april-3modules-attractive.fig,-1.1380703890841386,-1.5003472003235894,-0.36227681123945077
March 2023,3,figure_5c_script,0,0,DAN-\gamma1pedc,1,3,april-3modules-attractive.fig,-2.7832404575096596,-2.7886765862764156,-0.005436128766755921
March 2023,3,figure_5c_script,0,0,DAN-\gamma1pedc,1,4,april-3modules-attractive.fig,-2.7530587586204907,-2.7535357720468037,-0.000477013426313011
March 2023,3,figure_5c_script,0,0,DAN-\gamma1pedc,1,5,april-3modules-attractive.fig,-2.748877275921507,-2.748877275921507,0.0
March 2023,3,figure_5c_script,0,1,DAN-\alpha'2\alpha2,0,0,april-3modules-attractive.fig,-3.7251921929958547,-3.7251921929958547,0.0
March 2023,3,figure_5c_script,0,1,DAN-\alpha'2\alpha2,0,1,april-3modules-attractive.fig,0.2184401649205563,-0.17243103670879423,-0.3908712016293505
March 2023,3,figure_5c_script,0,1,DAN-\alpha'2\alpha2,0,2,april-3modules-attractive.fig,0.6191468045715351,0.286038288886719,-0.33310851568481614
March 2023,3,figure_5c_script,0,1,DAN-\alpha'2\alpha2,0,3,april-3modules-attractive.fig,-3.16441143006076,-3.0489937243696126,0.11541770569114762
March 2023,3,figure_5c_script,0,1,DAN-\alpha'2\alpha2,0,4,april-3modules-attractive.fig,-3.647419542566643,-3.644484752530267,0.0029347900363760893
March 2023,3,figure_5c_script,0,1,DAN-\alpha'2\alpha2,0,5,april-3modules-attractive.fig,-3.655872783995815,-3.655872783995815,0.0
March 2023,3,figure_5c_script,0,1,DAN-\alpha'2\alpha2,1,0,april-3modules-attractive.fig,-3.7251921929958547,-3.7251921929958547,0.0
March 2023,3,figure_5c_script,0,1,DAN-\alpha'2\alpha2,1,1,april-3modules-attractive.fig,-1.043630755120888,-1.358050692834062,-0.314419937713174
March 2023,3,figure_5c_script,0,1,DAN-\alpha'2\alpha2,1,2,april-3modules-attractive.fig,-0.9309317630042055,-1.3885781748674677,-0.45764641186326216
March 2023,3,figure_5c_script,0,1,DAN-\alpha'2\alpha2,1,3,april-3modules-attractive.fig,-3.724795349844052,-3.736769521480085,-0.011974171636033315
March 2023,3,figure_5c_script,0,1,DAN-\alpha'2\alpha2,1,4,april-3modules-attractive.fig,-3.664044853049942,-3.6649762588267976,-0.0009314057768556872
March 2023,3,figure_5c_script,0,1,DAN-\alpha'2\alpha2,1,5,april-3modules-attractive.fig,-3.655872783995815,-3.655872783995815,0.0
March 2023,3,figure_5c_script,0,2,DAN-\alpha3,0,0,april-3modules-attractive.fig,-4.4661441106812845,-4.4661441106812845,0.0
March 2023,3,figure_5c_script,0,2,DAN-\alpha3,0,1,april-3modules-attractive.fig,2.6373742718560296,3.026340592049893,0.38896632019386335
March 2023,3,figure_5c_script,0,2,DAN-\alpha3,0,2,april-3modules-attractive.fig,4.658729988282321,5.353247751617744,0.6945177633354227
March 2023,3,figure_5c_script,0,2,DAN-\alpha3,0,3,april-3modules-attractive.fig,-2.0715692671517933,-1.5668112777351926,0.5047579894166008
March 2023,3,figure_5c_script,0,2,DAN-\alpha3,0,4,april-3modules-attractive.fig,-4.423555690603486,-4.408590946800193,0.014964743803292713
March 2023,3,figure_5c_script,0,2,DAN-\alpha3,0,5,april-3modules-attractive.fig,-4.466144112037361,-4.4661441134329,-1.3955396838127854e-09
March 2023,3,figure_5c_script,0,2,DAN-\alpha3,1,0,april-3modules-attractive.fig,-4.4661441106812845,-4.4661441106812845,0.0
March 2023,3,figure_5c_script,0,2,DAN-\alpha3,1,1,april-3modules-attractive.fig,-2.762043162796476,-3.554318273723926,-0.79227511092745
March 2023,3,figure_5c_script,0,2,DAN-\alpha3,1,2,april-3modules-attractive.fig,-2.8341755377227456,-3.72269883183073,-0.8885232941079844
March 2023,3,figure_5c_script,0,2,DAN-\alpha3,1,3,april-3modules-attractive.fig,-4.934381291483456,-5.081999221999645,-0.14761793051618888
March 2023,3,figure_5c_script,0,2,DAN-\alpha3,1,4,april-3modules-attractive.fig,-4.508371679052962,-4.5131309301676845,-0.004759251114722751
March 2023,3,figure_5c_script,0,2,DAN-\alpha3,1,5,april-3modules-attractive.fig,-4.466144098401138,-4.466144098401138,0.0
March 2023,3,figure_5c_script,0,3,MBON-\gamma1pedc>\alpha/\beta,0,0,april-3modules-attractive.fig,22.616771718430968,22.616771718430968,0.0
March 2023,3,figure_5c_script,0,3,MBON-\gamma1pedc>\alpha/\beta,0,1,april-3modules-attractive.fig,-2.511474081579827,-2.304408418449519,0.20706566313030805
March 2023,3,figure_5c_script,0,3,MBON-\gamma1pedc>\alpha/\beta,0,2,april-3modules-attractive.fig,-7.8196756271528365,-8.40763293051484,-0.5879573033620034
March 2023,3,figure_5c_script,0,3,MBON-\gamma1pedc>\alpha/\beta,0,3,april-3modules-attractive.fig,16.28445304664917,14.918615864190492,-1.3658371824586766
March 2023,3,figure_5c_script,0,3,MBON-\gamma1pedc>\alpha/\beta,0,4,april-3modules-attractive.fig,22.504903965911538,22.465689045446602,-0.03921492046493569
March 2023,3,figure_5c_script,0,3,MBON-\gamma1pedc>\alpha/\beta,0,5,april-3modules-attractive.fig,22.616771718430968,22.616771718430968,0.0
March 2023,3,figure_5c_script,0,3,MBON-\gamma1pedc>\alpha/\beta,1,0,april-3modules-attractive.fig,22.616771718430968,22.616771718430968,0.0
March 2023,3,figure_5c_script,0,3,MBON-\gamma1pedc>\alpha/\beta,1,1,april-3modules-attractive.fig,11.299031189413235,14.6646464606359,3.3656152712226657
March 2023,3,figure_5c_script,0,3,MBON-\gamma1pedc>\alpha/\beta,1,2,april-3modules-attractive.fig,11.475647268440824,15.099337776837494,3.6236905083966704
March 2023,3,figure_5c_script,0,3,MBON-\gamma1pedc>\alpha/\beta,1,3,april-3modules-attractive.fig,23.783651758485476,24.125918798635254,0.34226704014977827
March 2023,3,figure_5c_script,0,3,MBON-\gamma1pedc>\alpha/\beta,1,4,april-3modules-attractive.fig,22.72714152318902,22.739607964423314,0.01246644123429519
March 2023,3,figure_5c_script,0,3,MBON-\gamma1pedc>\alpha/\beta,1,5,april-3modules-attractive.fig,22.616771718430968,22.616771718430968,0.0
March 2023,3,figure_5c_script,0,4,MBON-\alpha2sc,0,0,april-3modules-attractive.fig,8.452033193768223,8.452033193768223,0.0
March 2023,3,figure_5c_script,0,4,MBON-\alpha2sc,0,1,april-3modules-attractive.fig,8.899999999999999,8.899999999999999,0.0
March 2023,3,figure_5c_script,0,4,MBON-\alpha2sc,0,2,april-3modules-attractive.fig,8.899999999999999,8.899999999999999,0.0
